time,kind,level,count,side,res,cost
2023-08-21 13:00:00,LEVEL,26085.514285714286,7,-1,1,0.035578231060559816
2023-08-21 05:00:00,LEVEL,26172.1625,8,-1,1,0.042859075789365896
2023-08-21 21:00:00,LEVEL,26266.416666666668,6,-1,1,0.03186825908372815
2023-08-21 11:00:00,CONTROL,26003.481796499575,5,-1,-1,0.03698108606230764
2023-08-21 11:00:00,CONTROL,25999.02980888154,3,-1,-1,0.0369747546279813
2023-08-21 09:00:00,CONTROL,25995.143224466763,4,1,-1,0.03990045007592744
2023-08-21 10:00:00,CONTROL,25946.322998953914,8,1,1,0.03773839079889656
2023-08-21 10:00:00,CONTROL,25914.107704956237,6,1,1,0.037691534319285375
2023-08-21 10:00:00,CONTROL,25955.215956600336,5,1,1,0.0377513254220812
2023-08-22 21:00:00,LEVEL,25327.233333333334,3,1,1,0.027717902416780533
2023-08-22 21:00:00,LEVEL,25624.46,5,1,1,0.02804318467852243
2023-08-22 17:00:00,LEVEL,25747.13333333333,3,1,1,0.03599267252049542
2023-08-22 16:00:00,LEVEL,25825.98,5,1,-1,0.040497444994364376
2023-08-22 21:00:00,CONTROL,25484.39863063471,3,1,1,0.027889902742144552
2023-08-22 21:00:00,CONTROL,25461.423105580914,5,1,1,0.027864758528679385
2023-08-22 13:00:00,CONTROL,25964.792962115367,3,1,-1,0.03988830411846782
2023-08-22 21:00:00,CONTROL,25527.196793635845,5,1,1,0.027936740677029514
2023-08-22 14:00:00,CONTROL,25919.723105492903,7,1,-1,0.040228496429128235
2023-08-22 15:00:00,CONTROL,25909.6314344646,9,1,-1,0.04465974715339936
2023-08-23 06:00:00,LEVEL,26092.471428571433,7,-1,1,0.022887505433356596
2023-08-23 00:00:00,LEVEL,26174.544444444444,9,-1,1,0.024366121373737268
2023-08-23 16:00:00,LEVEL,26270.4375,8,-1,-1,0.019994624678907755
2023-08-23 16:00:00,LEVEL,26349.159999999996,5,-1,-1,0.02005454095709251
2023-08-23 16:00:00,LEVEL,26461.316666666666,6,-1,-1,0.020139904227317356
2023-08-23 17:00:00,LEVEL,26554.1,5,-1,1,0.02065412119297045
2023-08-23 19:00:00,LEVEL,26643.5,4,-1,1,0.020370134989845846
2023-08-23 19:00:00,LEVEL,26743.775,4,-1,1,0.020446799665511835
2023-08-23 13:00:00,CONTROL,25985.64987305892,5,-1,-1,0.020790598958342905
2023-08-23 13:00:00,CONTROL,25985.77004538534,5,-1,-1,0.020790695105818786
2023-08-23 10:00:00,CONTROL,25942.64367138216,9,1,1,0.02198179837642923
2023-08-23 13:00:00,CONTROL,25987.82767364074,8,-1,-1,0.02079234137304983
2023-08-23 05:00:00,CONTROL,25978.993731461993,5,1,1,0.023307384754031057
2023-08-24 14:00:00,LEVEL,26089.916666666668,6,1,-1,0.02118332825873678
2023-08-24 14:00:00,LEVEL,26176.65,10,1,-1,0.02125375012686493
2023-08-24 14:00:00,LEVEL,26270.4375,8,1,-1,0.02132989952298794
2023-08-24 01:00:00,LEVEL,26349.159999999996,5,1,-1,0.02135264181523495
2023-08-24 09:00:00,LEVEL,26554.1,5,-1,1,0.021267205606307096
2023-08-24 17:00:00,CONTROL,25962.20186794156,5,1,1,0.02190960889723174
2023-08-24 17:00:00,CONTROL,25948.680483009975,3,1,1,0.02189819814489622
2023-08-24 17:00:00,CONTROL,25906.811797504008,6,1,1,0.021862864989059014
2023-08-24 17:00:00,CONTROL,25936.240409732665,10,1,1,0.021887699915911437
2023-08-24 17:00:00,CONTROL,25904.661855685437,8,1,1,0.02186105064431906
2023-08-24 15:00:00,CONTROL,25999.485577985026,5,1,1,0.02108689744000815
2023-08-25 14:00:00,LEVEL,25819.149999999998,6,1,1,0.02745987769210317
2023-08-25 08:00:00,LEVEL,26089.916666666668,6,-1,-1,0.028424258931408628
2023-08-25 13:00:00,LEVEL,26176.65,10,-1,1,0.03021835497835498
2023-08-25 14:00:00,LEVEL,26270.4375,8,-1,1,0.02793984312682798
2023-08-25 14:00:00,CONTROL,25953.67078386106,5,1,0,0.027602946858666384
2023-08-25 14:00:00,CONTROL,25952.15675642141,10,1,0,0.02760133661943251
2023-08-25 03:00:00,CONTROL,26001.151938250307,8,1,1,0.028604127544829865
2023-08-25 06:00:00,CONTROL,25985.333293137308,4,1,1,0.028937903789121103
2023-08-26 02:00:00,LEVEL,26089.916666666668,6,-1,0,0.029508264706228915
2023-08-27 17:00:00,LEVEL,26087.071428571428,7,1,-1,0.09385948793729304
2023-08-27 14:00:00,LEVEL,26171.481818181815,11,-1,1,0.10869401923190372
2023-08-28 00:00:00,LEVEL,25972.45,6,1,1,0.07038604336043343
2023-08-28 12:00:00,LEVEL,26087.071428571428,7,-1,1,0.04345129532137667
2023-08-28 12:00:00,LEVEL,26171.658333333336,12,-1,1,0.04359218543965593
2023-08-29 13:00:00,LEVEL,26087.071428571428,7,-1,-1,0.04230407366919786
2023-08-29 14:00:00,LEVEL,26171.658333333336,12,-1,-1,0.023629293983767324
2023-08-29 14:00:00,LEVEL,26254.862500000003,8,-1,-1,0.02370441554044518
2023-08-29 14:00:00,LEVEL,26307.25,4,-1,-1,0.02375171401969355
2023-08-29 14:00:00,LEVEL,26398.775,4,-1,-1,0.023834348108230076
2023-08-29 14:00:00,LEVEL,26499.5,4,-1,-1,0.02392528849138048
2023-08-29 14:00:00,LEVEL,26598.050000000003,4,-1,-1,0.0240142651581412
2023-08-29 14:00:00,LEVEL,26699.600000000002,3,-1,-1,0.02410595039923253
2023-08-29 14:00:00,LEVEL,26809.5,5,-1,-1,0.02420517450554407
2023-08-29 14:00:00,LEVEL,26927.5,4,-1,-1,0.024311711762548274
2023-08-29 14:00:00,LEVEL,27101.0,4,-1,-1,0.024468357644668863
2023-08-29 14:00:00,LEVEL,27205.899999999998,6,-1,-1,0.024563067460429376
2023-08-29 14:00:00,LEVEL,27317.025,4,-1,-1,0.02466339756792592
2023-08-29 14:00:00,CONTROL,27017.289897665072,3,-1,-1,0.024392779299869674
2023-08-29 14:00:00,CONTROL,27399.907925405314,4,-1,-1,0.024738229089325634
2023-08-29 14:00:00,CONTROL,27558.215014944937,6,-1,1,0.024881157929019453
2023-08-29 14:00:00,CONTROL,27679.779376104747,4,-1,1,0.02499091329840449
2023-08-30 13:00:00,LEVEL,27101.0,4,1,1,0.013861739366718358
2023-08-30 13:00:00,LEVEL,27203.159999999996,5,1,1,0.013913992615443642
2023-08-30 03:00:00,LEVEL,27317.025,4,1,-1,0.015209924832962119
2023-08-30 14:00:00,CONTROL,27010.218613242614,3,1,1,0.01705661671910179
2023-08-30 02:00:00,CONTROL,27403.280770457797,4,1,-1,0.015548787784007099
2023-08-30 01:00:00,CONTROL,27497.744252114928,5,1,-1,0.016141318121357384
2023-08-30 00:00:00,CONTROL,27612.47706944758,4,1,-1,0.01646724190656232
2023-08-31 21:00:00,LEVEL,25624.46,5,1,1,0.017667852879705234
2023-08-31 21:00:00,LEVEL,25748.949999999997,4,1,1,0.01775368770334618
2023-08-31 21:00:00,LEVEL,25823.614285714284,7,1,1,0.017805168109776923
2023-08-31 19:00:00,LEVEL,25940.083333333332,6,1,-1,0.019748356450090807
2023-08-31 19:00:00,LEVEL,26015.8,3,1,-1,0.01980600004758167
2023-08-31 19:00:00,LEVEL,26104.6375,8,1,-1,0.01987363262198749
2023-08-31 18:00:00,LEVEL,26183.00833333333,12,1,-1,0.021566997005499938
2023-08-31 16:00:00,LEVEL,26270.809999999998,10,1,-1,0.022463283454467714
2023-08-31 16:00:00,LEVEL,26378.7,4,1,-1,0.022555536554082937
2023-08-31 16:00:00,LEVEL,26458.86666666667,3,1,-1,0.022624084366538403
2023-08-31 16:00:00,LEVEL,26552.55,4,1,-1,0.022704189824711406
2023-08-31 16:00:00,LEVEL,26672.8,3,1,-1,0.022807011543394602
2023-08-31 15:00:00,LEVEL,26815.5,3,1,-1,0.02695871819038643
2023-08-31 15:00:00,LEVEL,26929.5,4,1,-1,0.027073327049952876
2023-08-31 12:00:00,LEVEL,27101.0,4,1,-1,0.024675126614692983
2023-08-31 00:00:00,LEVEL,27208.95,4,1,1,0.024192453459294272
2023-08-31 11:00:00,LEVEL,27296.3,4,-1,1,0.026032891246684328
2023-08-31 12:00:00,CONTROL,27014.540612953395,3,1,-1,0.024596406407969843
2023-08-31 11:00:00,CONTROL,27388.997223290815,4,-1,1,0.026121297980666567
2023-08-31 11:00:00,CONTROL,27549.672562637108,4,-1,1,0.026274536464828382
2023-08-31 11:00:00,CONTROL,27513.888330937276,4,-1,1,0.026240408505647544
2023-09-01 15:00:00,LEVEL,25624.46,5,1,1,0.0181363956471733
2023-09-01 14:00:00,LEVEL,25748.949999999997,4,1,-1,0.01800468490516561
2023-09-01 14:00:00,LEVEL,25823.614285714284,7,1,-1,0.018056893128722495
2023-09-01 13:00:00,LEVEL,25940.083333333332,6,1,-1,0.018769110176517577
2023-09-01 00:00:00,LEVEL,26015.8,3,-1,1,0.017568227572963047
2023-09-01 12:00:00,LEVEL,26104.6375,8,-1,1,0.019156730725129575
2023-09-01 17:00:00,CONTROL,25482.721556938504,3,1,1,0.01923768731296668
2023-09-01 17:00:00,CONTROL,25450.27501808644,5,1,1,0.019213192426601057
2023-09-01 17:00:00,CONTROL,25440.91552066826,4,1,1,0.019206126655218075
2023-09-01 17:00:00,CONTROL,25442.727119106617,7,1,1,0.019207494286387922
2023-09-02 05:00:00,LEVEL,25823.614285714284,7,-1,0,0.02246936012026145
2023-09-02 15:00:00,LEVEL,25940.083333333332,6,-1,1,0.029335689378946317
2023-09-03 13:00:00,LEVEL,25823.614285714284,7,1,1,0.05093101122606219
2023-09-03 18:00:00,LEVEL,25945.071428571428,7,-1,-1,0.05005983031138292
2023-09-03 12:00:00,LEVEL,26015.8,3,-1,1,0.05332472457084304
2023-09-03 12:00:00,LEVEL,26103.466666666667,9,-1,1,0.05350441540695203
2023-09-04 21:00:00,LEVEL,25623.350000000002,6,1,1,0.037431965304724896
2023-09-04 15:00:00,LEVEL,25753.949999999997,6,1,1,0.03605260072619092
2023-09-04 12:00:00,LEVEL,25823.614285714284,7,1,1,0.03826252058817692
2023-09-04 15:00:00,LEVEL,25945.071428571428,7,-1,1,0.03632014898789465
2023-09-05 14:00:00,LEVEL,25623.350000000002,6,1,1,0.031492825318789434
2023-09-05 00:00:00,LEVEL,25747.314285714285,7,1,-1,0.03473352966328807
2023-09-05 12:00:00,LEVEL,25828.233333333334,6,-1,1,0.03290089831880368
2023-09-06 14:00:00,LEVEL,25577.066666666666,3,1,-1,0.04448910873149624
2023-09-06 14:00:00,LEVEL,25626.683333333334,6,1,-1,0.04457541265786105
2023-09-06 17:00:00,LEVEL,25747.314285714285,7,-1,-1,0.03522957442779576
2023-09-06 02:00:00,LEVEL,25828.233333333334,6,-1,1,0.038175679753656794
2023-09-06 17:00:00,LEVEL,25941.88888888889,9,-1,1,0.03549580726234433
2023-09-06 17:00:00,LEVEL,26015.8,3,-1,1,0.03559693847009032
2023-09-06 17:00:00,CONTROL,25449.441866042096,6,1,1,0.0348220010994719
2023-09-06 17:00:00,CONTROL,25468.697362145722,7,1,1,0.03484834803902448
2023-09-06 17:00:00,CONTROL,25492.377189916195,6,1,1,0.034880748709852506
2023-09-07 12:00:00,LEVEL,25626.683333333334,6,1,1,0.030315103569800154
2023-09-07 13:00:00,LEVEL,25747.314285714285,7,-1,-1,0.029822784129397137
2023-09-07 16:00:00,LEVEL,25832.557142857142,7,-1,-1,0.02931146119322836
2023-09-07 16:00:00,LEVEL,25941.88888888889,9,-1,-1,0.029435516787619395
2023-09-07 21:00:00,LEVEL,26106.33636363636,11,-1,-1,0.03435750621576645
2023-09-07 21:00:00,LEVEL,26180.592307692303,13,-1,-1,0.034455231496860014
2023-09-07 21:00:00,LEVEL,26269.411111111112,9,-1,-1,0.0345721223753055
2023-09-07 21:00:00,LEVEL,26378.7,4,-1,1,0.03471595311536079
2023-09-08 10:00:00,LEVEL,25747.314285714285,7,1,0,0.02102465186135694
2023-09-08 10:00:00,LEVEL,25833.2375,8,1,0,0.021094814739205842
2023-09-08 10:00:00,LEVEL,25941.88888888889,9,1,0,0.021183536910392035
2023-09-08 09:00:00,LEVEL,26024.85,4,1,-1,0.023447791198580935
2023-09-08 09:00:00,LEVEL,26106.33636363636,11,1,-1,0.023521208537780856
2023-09-08 08:00:00,LEVEL,26180.592307692303,13,1,-1,0.02451079443669257
2023-09-08 01:00:00,LEVEL,26273.5875,8,1,-1,0.027070474595917295
2023-09-08 00:00:00,LEVEL,26378.7,4,-1,1,0.028027040308121365
2023-09-10 19:00:00,LEVEL,25583.375,4,1,1,0.049063166726596975
2023-09-10 19:00:00,LEVEL,25621.56,5,1,1,0.04913639697950361
2023-09-10 04:00:00,LEVEL,25746.63333333333,9,1,1,0.0747769347128936
2023-09-10 19:00:00,LEVEL,25831.766666666666,9,-1,-1,0.04953952614966622
2023-09-10 22:00:00,LEVEL,26014.88,5,-1,1,0.04196159887091073
2023-09-11 14:00:00,LEVEL,25306.0,3,1,-1,0.02266356944949769
2023-09-11 10:00:00,LEVEL,25577.833333333332,3,1,1,0.030267386534526573
2023-09-11 10:00:00,LEVEL,25616.95,4,1,-1,0.03031367502403672
2023-09-11 00:00:00,LEVEL,25744.75,10,1,1,0.03766605705925383
2023-09-11 05:00:00,LEVEL,25831.766666666666,9,-1,1,0.03552894925356035
2023-09-11 14:00:00,CONTROL,24988.540225821198,3,1,1,0.02237925854933476
2023-09-11 14:00:00,CONTROL,25406.588608005008,3,1,-1,0.022753654682381188
2023-09-11 14:00:00,CONTROL,25423.687346638206,4,1,-1,0.02276896798557064
2023-09-11 14:00:00,CONTROL,25453.020100227914,10,1,-1,0.022795237838495852
2023-09-11 14:00:00,CONTROL,25500.352933295948,9,1,-1,0.0228376282182271
2023-09-12 03:00:00,LEVEL,25306.0,3,-1,-1,0.018765601464556365
2023-09-12 03:00:00,LEVEL,25611.683333333334,6,-1,-1,0.018992280181370187
2023-09-12 03:00:00,LEVEL,25748.833333333332,9,-1,-1,0.019093983423323233
2023-09-12 03:00:00,LEVEL,25831.766666666666,9,-1,-1,0.019155482430730984
2023-09-12 03:00:00,LEVEL,25928.1,13,-1,1,0.019226918174866194
2023-09-12 10:00:00,LEVEL,26018.61666666667,6,-1,-1,0.016404857512528
2023-09-12 10:00:00,LEVEL,26103.11111111111,9,-1,-1,0.01645813164848493
2023-09-12 10:00:00,LEVEL,26181.199999999997,11,-1,-1,0.01650736705219396
2023-09-12 10:00:00,LEVEL,26273.5875,8,-1,1,0.01656561779599236
2023-09-12 14:00:00,LEVEL,26381.266666666666,3,-1,1,0.01707767146103478
2023-09-12 16:00:00,LEVEL,26482.13333333333,3,-1,1,0.01640490672448392
2023-09-12 03:00:00,CONTROL,25441.842419758825,6,-1,-1,0.018866335073628327
2023-09-12 03:00:00,CONTROL,25415.50065850629,9,-1,-1,0.018846801405978778
2023-09-12 03:00:00,CONTROL,25487.423111843844,9,-1,-1,0.01890013532266595
2023-09-13 03:00:00,LEVEL,25833.2375,8,1,1,0.01706748425725195
2023-09-13 00:00:00,LEVEL,25928.1,13,-1,-1,0.014914868144313205
2023-09-13 07:00:00,LEVEL,26009.25,6,-1,-1,0.017782582685240533
2023-09-13 09:00:00,LEVEL,26107.385714285716,7,-1,-1,0.017455471947037057
2023-09-13 09:00:00,LEVEL,26181.199999999997,11,-1,-1,0.017504824387288138
2023-09-13 14:00:00,LEVEL,26273.5875,8,-1,-1,0.019381161825726096
2023-09-13 15:00:00,LEVEL,26381.266666666666,3,-1,1,0.019091352887521902
2023-09-14 01:00:00,LEVEL,26107.385714285716,7,1,1,0.019954054238490976
2023-09-14 01:00:00,LEVEL,26181.199999999997,11,1,1,0.02001047100410808
2023-09-14 00:00:00,LEVEL,26273.5875,8,-1,-1,0.02200007326774119
2023-09-14 00:00:00,LEVEL,26385.95,4,-1,1,0.02209415951433947
2023-09-14 00:00:00,LEVEL,26482.13333333333,3,-1,1,0.02217469820668473
2023-09-14 13:00:00,LEVEL,26593.050000000003,4,-1,-1,0.02168703585718286
2023-09-14 13:00:00,CONTROL,26762.18035690432,4,-1,1,0.02182496422999914
2023-09-14 13:00:00,CONTROL,26687.0819325173,3,-1,1,0.021763720325200738
2023-09-14 13:00:00,CONTROL,26769.351587375735,4,-1,1,0.02183081247728081
2023-09-15 14:00:00,LEVEL,26273.5875,8,1,1,0.026124189789640564
2023-09-15 11:00:00,LEVEL,26385.95,4,1,1,0.023834873676781984
2023-09-15 02:00:00,LEVEL,26568.75,4,-1,1,0.0242325780247969
2023-09-15 09:00:00,LEVEL,26672.8,3,-1,1,0.024836454635395484
2023-09-15 11:00:00,CONTROL,26480.41425490566,8,1,-1,0.02392020483153092
2023-09-15 22:00:00,CONTROL,26760.53757802475,4,-1,1,0.030434559565582393
2023-09-15 22:00:00,CONTROL,26778.276338154585,4,-1,1,0.03045473372502209
2023-09-16 09:00:00,LEVEL,26568.75,4,-1,0,0.028209296924250893
2023-09-16 01:00:00,LEVEL,26677.475,4,-1,1,0.028272204007286007
2023-09-16 19:00:00,CONTROL,26487.113087202808,11,1,0,0.03425980674173348
2023-09-17 00:00:00,LEVEL,26449.833333333332,3,1,1,0.046659022418228495
2023-09-18 00:00:00,LEVEL,26430.933333333334,6,1,1,0.05461994618447974
2023-09-18 02:00:00,LEVEL,26581.859999999997,5,-1,-1,0.048363629747555266
2023-09-18 07:00:00,CONTROL,26775.755737032203,6,-1,-1,0.040884868234242984
2023-09-18 09:00:00,CONTROL,26897.744218906824,5,-1,-1,0.03788914975591053
2023-09-19 08:00:00,CONTROL,26979.04432650931,6,-1,-1,0.02125798824111824
2023-09-20 19:00:00,LEVEL,26851.333333333332,3,1,1,0.023375664254493334
2023-09-20 19:00:00,CONTROL,26763.043171960016,6,1,1,0.02329880247844605
2023-09-21 13:00:00,LEVEL,26403.440000000002,5,1,1,0.022582725183086537
2023-09-21 12:00:00,LEVEL,26586.75,6,1,0,0.02333194383501535
2023-09-21 09:00:00,LEVEL,26851.333333333332,3,1,-1,0.025155683071307947
2023-09-21 02:00:00,LEVEL,26933.325,4,1,-1,0.02443624610150262
2023-09-21 13:00:00,CONTROL,26501.757719077945,5,1,1,0.022666815817888864
2023-09-21 09:00:00,CONTROL,26682.031166220735,5,1,-1,0.024997072263930158
2023-09-21 09:00:00,CONTROL,26754.00360592321,4,1,-1,0.025064499674723822
2023-09-22 00:00:00,CONTROL,26492.93648701792,8,1,1,0.027695075874181595
2023-09-22 00:00:00,CONTROL,26492.71109836534,5,1,1,0.027694840258328392
2023-09-22 07:00:00,CONTROL,26667.834865462144,6,-1,1,0.02798670850369892
2023-09-24 23:00:00,LEVEL,26107.2875,8,1,-1,0.04452319334896616
2023-09-24 23:00:00,LEVEL,26184.454545454544,11,1,-1,0.0446547935117537
2023-09-24 23:00:00,LEVEL,26275.8,5,1,-1,0.044810573438499306
2023-09-24 18:00:00,LEVEL,26396.216666666664,6,1,-1,0.07646921359164739
2023-09-24 18:00:00,LEVEL,26478.45,6,1,-1,0.0767074416078222
2023-09-24 18:00:00,LEVEL,26586.31428571429,7,1,-1,0.07701992188510422
2023-09-24 17:00:00,LEVEL,26663.375,4,-1,-1,0.10756782652546736
2023-09-25 00:00:00,LEVEL,26013.35714285714,7,1,1,0.03927285471652336
2023-09-25 00:00:00,LEVEL,26107.2875,8,1,1,0.039414663143989455
2023-09-25 01:00:00,LEVEL,26184.454545454544,11,1,-1,0.03695922303623775
2023-09-25 15:00:00,LEVEL,26275.8,5,-1,0,0.0249517953587749
2023-09-25 16:00:00,LEVEL,26396.216666666664,6,-1,1,0.023914355010711194
2023-09-26 14:00:00,LEVEL,26107.2875,8,1,1,0.039565863130475894
2023-09-26 11:00:00,LEVEL,26184.454545454544,11,1,1,0.040274094950951266
2023-09-26 16:00:00,LEVEL,26275.8,5,-1,1,0.04068445347655674
2023-09-27 14:00:00,LEVEL,26103.56666666667,9,1,1,0.026593044899345195
2023-09-27 14:00:00,LEVEL,26187.5,12,1,1,0.0266785520995829
2023-09-27 03:00:00,LEVEL,26275.8,5,-1,-1,0.04018666539215205
2023-09-27 14:00:00,LEVEL,26395.04285714286,7,1,-1,0.026889986674367896
2023-09-27 10:00:00,LEVEL,26463.433333333334,6,-1,-1,0.03904781051628471
2023-09-27 11:00:00,LEVEL,26552.914285714283,7,-1,-1,0.03428809398905846
2023-09-27 11:00:00,LEVEL,26632.91666666667,6,-1,-1,0.034391402014984626
2023-09-27 11:00:00,LEVEL,26727.275,4,-1,1,0.03451324805294381
2023-09-28 00:00:00,LEVEL,26463.433333333334,6,-1,-1,0.026819631565056717
2023-09-28 10:00:00,LEVEL,26552.914285714283,7,-1,-1,0.0237443972933591
2023-09-28 14:00:00,LEVEL,26632.91666666667,6,-1,-1,0.02940528355702766
2023-09-28 14:00:00,LEVEL,26727.275,4,-1,-1,0.02950946416865056
2023-09-28 14:00:00,LEVEL,26850.975,4,-1,-1,0.02964604078252766
2023-09-28 15:00:00,LEVEL,26930.140000000003,5,-1,-1,0.028294463670092224
2023-09-28 16:00:00,LEVEL,27299.5,3,-1,1,0.026807745419952705
2023-09-28 15:00:00,CONTROL,27062.430377379613,4,-1,-1,0.02843345608812905
2023-09-28 15:00:00,CONTROL,27068.218971627874,4,-1,-1,0.028439537941756927
2023-09-28 16:00:00,CONTROL,27181.45816820262,5,-1,1,0.026691829913231737
2023-09-28 15:00:00,CONTROL,27035.9677596902,3,-1,-1,0.028405652832192443
2023-09-28 16:00:00,CONTROL,27145.66012743772,3,-1,1,0.026656676713965877
2023-09-29 14:00:00,LEVEL,26632.91666666667,6,1,1,0.02059727223658873
2023-09-29 14:00:00,LEVEL,26727.275,4,1,1,0.020670246755443808
2023-09-29 02:00:00,LEVEL,26850.975,4,1,1,0.022077422338703474
2023-09-29 02:00:00,LEVEL,26930.140000000003,5,1,1,0.02214251342531927
2023-09-29 06:00:00,CONTROL,27029.386801087254,6,-1,1,0.02231989000915543
2023-09-29 00:00:00,CONTROL,27082.593194676847,4,-1,1,0.02255766631691766
2023-09-29 07:00:00,CONTROL,27153.50341879547,4,-1,1,0.021677280446099543
2023-09-29 07:00:00,CONTROL,27157.60731713574,5,-1,1,0.021680556684670758
2023-09-30 21:00:00,LEVEL,26930.140000000003,5,1,1,0.0654736726941194
2023-10-01 06:00:00,LEVEL,27116.333333333332,3,-1,-1,0.06402912239275856
2023-10-01 10:00:00,LEVEL,27275.774999999998,4,-1,1,0.05492227535867088
2023-10-01 22:00:00,LEVEL,27371.2,3,-1,-1,0.030281016421780466
2023-10-01 22:00:00,LEVEL,27481.2,3,-1,-1,0.030402710458081246
2023-10-01 20:00:00,CONTROL,27016.279621868205,4,1,1,0.04934761960727107
2023-10-01 20:00:00,CONTROL,27016.555628225422,5,1,1,0.049348123757247155
2023-10-01 22:00:00,CONTROL,27622.87356045991,4,-1,-1,0.03055944525271278
2023-10-01 22:00:00,CONTROL,27764.15821598009,3,-1,-1,0.03071574979814565
2023-10-01 22:00:00,CONTROL,27674.503328572264,3,-1,-1,0.030616563751575194
2023-10-02 21:00:00,LEVEL,27297.339999999997,5,1,0,0.012562955803886017
2023-10-02 21:00:00,LEVEL,27481.2,3,1,0,0.012647573024981646
2023-10-02 21:00:00,CONTROL,27398.13334586564,3,1,0,0.012609343559961734
2023-10-02 18:00:00,CONTROL,27644.51385843929,5,1,-1,0.014469779564741832
2023-10-02 18:00:00,CONTROL,27648.886963174926,3,1,-1,0.01447206854916247
2023-10-03 14:00:00,LEVEL,27297.339999999997,5,1,1,0.017679624352331568
2023-10-03 01:00:00,LEVEL,27481.2,3,-1,0,0.01472831781335832
2023-10-03 20:00:00,CONTROL,27191.57203247331,5,1,1,0.021324109913960162
2023-10-03 20:00:00,CONTROL,27173.628025658796,7,1,1,0.021310037907635828
2023-10-03 06:00:00,CONTROL,27639.696590801548,5,-1,1,0.01587063145353756
2023-10-04 00:00:00,LEVEL,27290.283333333336,6,1,1,0.024797372481093385
2023-10-04 02:00:00,LEVEL,27481.2,3,-1,-1,0.024922726370979146
2023-10-04 00:00:00,CONTROL,27193.10162734829,5,1,1,0.024709068122643726
2023-10-04 02:00:00,CONTROL,27393.040059746538,3,-1,-1,0.02484277403746318
2023-10-04 09:00:00,CONTROL,27573.29617656186,6,-1,1,0.02614821828028625
2023-10-05 15:00:00,LEVEL,27485.9,4,1,1,0.024244688240807034
2023-10-05 02:00:00,LEVEL,27655.63333333333,3,1,1,0.030045162677530657
2023-10-05 15:00:00,CONTROL,27401.640239961456,4,1,1,0.02417036461984575
2023-10-05 00:00:00,CONTROL,27843.34243923019,4,-1,1,0.02935609891125055
2023-10-05 13:00:00,CONTROL,27922.637706787875,3,-1,1,0.028918519212156386
2023-10-06 12:00:00,LEVEL,27299.0375,8,1,1,0.022374540890812637
2023-10-06 12:00:00,LEVEL,27495.340000000004,5,1,-1,0.022535432215762055
2023-10-06 12:00:00,LEVEL,27655.63333333333,3,1,-1,0.02266681009826766
2023-10-06 12:00:00,CONTROL,27203.595622717563,5,1,1,0.02229631585500499
2023-10-06 12:00:00,CONTROL,27207.916333962818,7,1,1,0.0222998571494713
2023-10-06 12:00:00,CONTROL,27396.100479288045,4,1,1,0.02245409459665536
2023-10-06 15:00:00,CONTROL,27860.679196293666,5,-1,-1,0.022610746494582654
2023-10-06 15:00:00,CONTROL,28013.79674564735,3,-1,-1,0.022735011307651837
2023-10-07 08:00:00,CONTROL,27957.948237316574,3,-1,0,0.019548022452730764
2023-10-08 13:00:00,CONTROL,27879.539452680947,5,-1,1,0.04487652225783654
2023-10-09 16:00:00,LEVEL,27299.0375,8,1,1,0.030414636863728108
2023-10-09 09:00:00,LEVEL,27495.340000000004,5,1,-1,0.03427678834391692
2023-10-09 09:00:00,LEVEL,27659.475000000002,4,1,-1,0.034481405586505254
2023-10-09 08:00:00,CONTROL,27746.656473540104,5,1,-1,0.038259706431390844
2023-10-09 11:00:00,CONTROL,27410.480697686442,4,1,1,0.033058281473107694
2023-10-10 18:00:00,LEVEL,27281.885714285716,7,1,1,0.03572973491270944
2023-10-10 15:00:00,LEVEL,27361.775,4,1,-1,0.031491037260825805
2023-10-10 11:00:00,LEVEL,27495.340000000004,5,1,-1,0.03306839854173718
2023-10-10 02:00:00,LEVEL,27659.475000000002,4,-1,1,0.02827625071880384
2023-10-11 17:00:00,LEVEL,26552.5375,8,1,1,0.02472663038733522
2023-10-11 16:00:00,LEVEL,26631.785714285717,7,1,1,0.02536511527046679
2023-10-11 15:00:00,LEVEL,26727.275,4,1,1,0.025461367628233766
2023-10-11 15:00:00,LEVEL,26850.78,5,1,-1,0.025579022952576594
2023-10-11 15:00:00,LEVEL,26924.414285714283,7,1,-1,0.025649169633022464
2023-10-11 02:00:00,LEVEL,27094.1,4,1,1,0.03219140830950883
2023-10-11 02:00:00,LEVEL,27184.5,3,1,-1,0.03229881557940079
2023-10-11 02:00:00,LEVEL,27281.775,8,1,-1,0.032414391267218706
2023-10-11 02:00:00,LEVEL,27361.775,4,1,-1,0.03250944194853902
2023-10-12 16:00:00,LEVEL,26549.477777777778,9,1,1,0.02991806489730918
2023-10-12 14:00:00,LEVEL,26631.785714285717,7,1,1,0.02804360600405221
2023-10-12 01:00:00,LEVEL,26727.275,4,1,0,0.023909669844287308
2023-10-12 02:00:00,LEVEL,26850.78,5,-1,1,0.025561520794906898
2023-10-12 02:00:00,LEVEL,26927.825,8,-1,1,0.02563486642470401
2023-10-13 09:00:00,LEVEL,26727.275,4,1,1,0.03531850016518002
2023-10-13 07:00:00,LEVEL,26850.78,5,-1,1,0.03520980863008637
2023-10-13 20:00:00,LEVEL,26929.066666666666,9,-1,-1,0.036863883185032933
