timestamp,open,high,low,close,volume
01/01/2026 0:00,87608.3,87819,87600,87773.4,1571.04
01/01/2026 1:00,87773.4,88021.4,87773.3,87916.5,2441.136
01/01/2026 2:00,87916.6,88065,87866,87884.6,1895.822
01/01/2026 3:00,87884.6,87995,87801.9,87824.6,1194.552
01/01/2026 4:00,87824.6,87831.6,87508.4,87567,2773.308
01/01/2026 5:00,87566.9,87720.6,87566.9,87674.7,1003.162
01/01/2026 6:00,87674.7,87674.7,87602.8,87621.5,778.964
01/01/2026 7:00,87621.6,87640.1,87558.5,87603.7,1129.871
01/01/2026 8:00,87603.7,87799.5,87590,87741.5,2155.288
01/01/2026 9:00,87741.5,87941.2,87716.8,87846.7,1519.547
01/01/2026 10:00,87846.8,87853.9,87753,87833.9,824.662
01/01/2026 11:00,87833.8,87985.6,87820,87980.1,1547.171
01/01/2026 12:00,87980.1,88000,87883.3,87898.7,1711.306
01/01/2026 13:00,87898.6,87981.6,87809.4,87871.7,1679.637
01/01/2026 14:00,87871.8,87930,87758.4,87917.6,2305.644
01/01/2026 15:00,87917.6,88079.3,87871.8,87986.8,2433.498
01/01/2026 16:00,87986.8,88006.8,87833.1,87955,1457.754
01/01/2026 17:00,87955.1,88475.8,87933.4,88281.3,5403.349
01/01/2026 18:00,88281.4,88332.8,88066.6,88165.3,2741.066
01/01/2026 19:00,88165.2,88403.8,88034.7,88354.8,1711.864
01/01/2026 20:00,88354.8,88354.8,88193.2,88220.4,1285.863
01/01/2026 21:00,88220.5,88400,88211.8,88346.9,932.263
01/01/2026 22:00,88347,88665.4,88347,88603.5,2660.156
01/01/2026 23:00,88603.5,88881.4,88431.1,88800,4784.38
02/01/2026 0:00,88800,88850,88545.2,88794.2,5385.916
02/01/2026 1:00,88794.2,88838,88474.2,88599.9,2987.478
02/01/2026 2:00,88600,88629.4,88324.4,88600,2845.63
02/01/2026 3:00,88599.9,89088,88525,88899.3,8590.173
02/01/2026 4:00,88899.3,88950,88575.5,88595.1,3650.58
02/01/2026 5:00,88595,88749.6,88533.6,88720.7,2178.102
02/01/2026 6:00,88720.8,89055,88683.7,88899.9,3449.508
02/01/2026 7:00,88900,89024.4,88800,88829.3,2963.111
02/01/2026 8:00,88829.3,89160,88780,89138.2,3402.923
02/01/2026 9:00,89138.1,89468,89070.5,89429.9,7471.426
02/01/2026 10:00,89430,89900,89399.4,89618.5,12283.205
02/01/2026 11:00,89618.5,89636.6,89306.2,89458.3,4729.795
02/01/2026 12:00,89458.3,89550,89338.9,89360.1,3286.671
02/01/2026 13:00,89360,89679,89262.3,89311.6,5529.782
02/01/2026 14:00,89311.6,90126.5,88401.2,89536.4,25845.107
02/01/2026 15:00,89536.5,89850,88756.5,89373.1,15985.582
02/01/2026 16:00,89373,90881.3,89145.2,90334,25618.803
02/01/2026 17:00,90333.9,90945.1,90131.1,90319.9,11928.025
02/01/2026 18:00,90320,90512.6,89510.9,89735.3,10278.889
02/01/2026 19:00,89735.3,90120.9,89609.1,89865,5805.978
