time,dir,entry,stop,target,risk,R
2026-01-22 14:00:00,1,4835.179,4820.359,4879.638999999999,14.819999999999709,2.983130904183535
2026-01-27 15:00:00,1,5091.127,5047.483,5222.059000000001,43.64400000000023,2.994271835762075
2026-01-28 15:00:00,1,5278.235,5235.248,5407.196,42.98700000000008,2.994184288273199
2026-05-28 01:00:00,-1,4409.782,4458.907,4262.407,49.125,-1.005089058524173
2026-06-05 12:00:00,-1,4406.296,4475.911,4197.451000000001,69.61499999999978,2.9964088199382317
2026-06-23 07:00:00,-1,4098.926,4124.599,4021.907000000001,25.672999999999774,-1.009737856892455
2026-06-23 19:00:00,-1,4111.851,4125.986,4069.445999999999,14.135000000000218,2.98231340643792
2026-06-30 00:00:00,-1,3986.914,4015.302,3901.7500000000005,28.38799999999992,-1.0088065379737918
2026-07-01 00:00:00,-1,3996.853,4009.858,3957.8379999999997,13.00500000000011,-1.0192233756247595
2026-07-13 16:00:00,-1,3993.15,4018.05,3918.45,24.90000000000009,-1.0100401606425702
2026-07-16 12:00:00,-1,3992.128,4043.418,3838.2580000000003,51.289999999999964,-1.0048742444921037
