strategy,time,dir,entry,stop,target,exit,R,outcome,date,n_confirm,partners
PriorDayLevels,2020-01-06 15:00:00,LONG,1566.86,1562.15,1582.1,STOP,-1.366,LOSS,2020-01-06,0,
PriorDayLevels,2020-01-07 23:00:00,SHORT,1579.97,1584.71,1560.82,STOP,-1.368,LOSS,2020-01-07,0,
PriorDayLevels,2020-01-08 16:00:00,LONG,1555.28,1550.61,1598.34,EOD,0.221,WIN,2020-01-08,0,
PriorDayLevels,2020-01-10 21:00:00,SHORT,1561.26,1565.94,1540.21,EOD,-0.517,LOSS,2020-01-10,0,
PriorDayLevels,2020-01-21 08:00:00,LONG,1556.63,1551.96,1562.65,STOP,-1.366,LOSS,2020-01-21,0,
PriorDayLevels,2020-01-23 14:00:00,SHORT,1563.68,1568.37,1550.14,EOD,0.228,WIN,2020-01-23,0,
PriorDayLevels,2020-01-24 15:00:00,SHORT,1567.86,1572.57,1551.89,STOP,-1.368,LOSS,2020-01-24,0,
PriorDayLevels,2020-01-31 15:00:00,SHORT,1585.87,1590.63,1572.23,EOD,-0.984,LOSS,2020-01-31,0,
PriorDayLevels,2020-02-05 09:00:00,LONG,1549.0,1544.36,1579.54,EOD,1.151,WIN,2020-02-05,0,
PriorDayLevels,2020-02-06 09:00:00,SHORT,1562.3,1566.99,1547.48,STOP,-1.368,LOSS,2020-02-06,0,
PriorDayLevels,2020-02-10 17:00:00,SHORT,1576.55,1581.28,1569.03,EOD,0.612,WIN,2020-02-10,0,
MaynePlaybook,2020-02-18 14:00:00,SHORT,1589.74,1593.27,1546.31,STOP,-1.496,LOSS,2020-02-18,0,
PriorDayLevels,2020-02-20 11:00:00,SHORT,1612.84,1617.68,1599.47,STOP,-1.368,LOSS,2020-02-20,0,
PriorDayLevels,2020-02-24 08:00:00,SHORT,1680.97,1686.01,1657.7,STOP,-1.368,LOSS,2020-02-24,0,
PriorDayLevels,2020-02-24 19:00:00,LONG,1657.7,1652.73,1680.97,STOP,-1.366,LOSS,2020-02-24,0,
PriorDayLevels,2020-02-27 14:00:00,SHORT,1654.88,1659.84,1624.97,STOP,-1.368,LOSS,2020-02-27,0,
PriorDayLevels,2020-03-03 15:00:00,SHORT,1610.86,1615.7,1581.68,STOP,-1.368,LOSS,2020-03-03,0,
PriorDayLevels,2020-03-05 12:00:00,SHORT,1649.28,1654.23,1631.72,STOP,-1.368,LOSS,2020-03-05,0,
PriorDayLevels,2020-03-06 19:00:00,SHORT,1674.86,1679.88,1635.57,STOP,-1.368,LOSS,2020-03-06,0,
PriorDayLevels,2020-03-11 17:00:00,LONG,1641.57,1636.65,1671.38,STOP,-1.366,LOSS,2020-03-11,0,
PriorDayLevels,2020-03-12 10:00:00,LONG,1633.07,1628.17,1671.18,STOP,-1.366,LOSS,2020-03-12,0,
MaynePlaybook,2020-03-12 15:00:00,LONG,1566.38,1560.72,1611.36,STOP,-1.304,LOSS,2020-03-12,0,
PriorDayLevels,2020-03-13 15:00:00,LONG,1560.72,1556.04,1650.25,STOP,-1.366,LOSS,2020-03-13,0,
PriorDayLevels,2020-03-19 11:00:00,LONG,1472.75,1468.33,1539.83,STOP,-1.366,LOSS,2020-03-19,0,
PriorDayLevels,2020-03-20 20:00:00,SHORT,1498.64,1503.14,1455.29,EOD,-0.383,LOSS,2020-03-20,0,
PriorDayLevels,2020-03-23 12:00:00,SHORT,1507.94,1512.46,1482.77,STOP,-1.368,LOSS,2020-03-23,0,
PriorDayLevels,2020-03-26 13:00:00,SHORT,1631.43,1636.33,1596.18,STOP,-1.368,LOSS,2020-03-26,0,
PriorDayLevels,2020-03-30 22:00:00,LONG,1616.41,1611.56,1630.46,EOD,-0.393,LOSS,2020-03-30,0,
PriorDayLevels,2020-04-02 12:00:00,SHORT,1598.55,1603.35,1571.35,STOP,-1.368,LOSS,2020-04-02,0,
PriorDayLevels,2020-04-03 12:00:00,SHORT,1618.81,1623.67,1581.92,STOP,-1.368,LOSS,2020-04-03,0,
PriorDayLevels,2020-04-14 07:00:00,SHORT,1722.21,1727.38,1679.8,STOP,-1.368,LOSS,2020-04-14,0,
PriorDayLevels,2020-04-16 10:00:00,SHORT,1730.65,1735.85,1707.41,STOP,-1.368,LOSS,2020-04-16,0,
PriorDayLevels,2020-04-16 16:00:00,LONG,1707.41,1702.29,1730.65,STOP,-1.366,LOSS,2020-04-16,0,
PriorDayLevels,2020-04-20 09:00:00,SHORT,1683.24,1688.28,1673.88,STOP,-1.368,LOSS,2020-04-20,0,
PriorDayLevels,2020-04-21 11:00:00,LONG,1671.28,1666.26,1701.96,STOP,-1.366,LOSS,2020-04-21,0,
PriorDayLevels,2020-04-21 16:00:00,LONG,1671.28,1666.26,1701.96,EOD,2.85,WIN,2020-04-21,0,
PriorDayLevels,2020-04-22 07:00:00,SHORT,1697.28,1702.37,1660.13,STOP,-1.368,LOSS,2020-04-22,0,
PriorDayLevels,2020-04-29 19:00:00,SHORT,1713.6,1718.74,1691.43,EOD,-0.302,LOSS,2020-04-29,0,
PriorDayLevels,2020-04-30 12:00:00,LONG,1697.46,1692.37,1716.77,STOP,-1.366,LOSS,2020-04-30,0,
PriorDayLevels,2020-05-05 07:00:00,LONG,1694.68,1689.59,1711.16,TARGET,3.109,WIN,2020-05-05,0,
PriorDayLevels,2020-05-06 13:00:00,LONG,1691.2,1686.12,1711.34,STOP,-1.366,LOSS,2020-05-06,0,
PriorDayLevels,2020-05-07 15:00:00,SHORT,1707.82,1712.94,1681.89,STOP,-1.368,LOSS,2020-05-07,0,
PriorDayLevels,2020-05-11 13:00:00,SHORT,1707.45,1712.58,1701.27,TARGET,1.073,WIN,2020-05-11,0,
PriorDayLevels,2020-05-13 12:00:00,SHORT,1710.52,1715.65,1693.3,STOP,-1.368,LOSS,2020-05-13,0,
PriorDayLevels,2020-05-18 13:00:00,LONG,1743.22,1737.99,1759.78,STOP,-1.366,LOSS,2020-05-18,0,
PriorDayLevels,2020-05-26 10:00:00,LONG,1720.97,1715.8,1732.46,STOP,-1.366,LOSS,2020-05-26,0,
PriorDayLevels,2020-05-29 10:00:00,SHORT,1727.01,1732.2,1708.77,STOP,-1.368,LOSS,2020-05-29,0,
PriorDayLevels,2020-06-01 11:00:00,LONG,1731.39,1726.2,1740.01,TARGET,1.525,WIN,2020-06-01,0,
PriorDayLevels,2020-06-01 16:00:00,SHORT,1740.01,1745.23,1731.39,EOD,-0.653,LOSS,2020-06-01,0,
PriorDayLevels,2020-06-02 13:00:00,SHORT,1744.32,1749.56,1726.74,TARGET,3.227,WIN,2020-06-02,0,
PriorDayLevels,2020-06-02 17:00:00,LONG,1726.74,1721.56,1744.32,EOD,-0.396,LOSS,2020-06-02,0,
PriorDayLevels,2020-06-05 12:00:00,LONG,1696.55,1691.46,1721.22,STOP,-1.366,LOSS,2020-06-05,0,
PriorDayLevels,2020-06-10 18:00:00,SHORT,1720.67,1725.83,1691.91,STOP,-1.368,LOSS,2020-06-10,0,
PriorDayLevels,2020-06-11 14:00:00,SHORT,1739.59,1744.8,1707.82,EOD,2.129,WIN,2020-06-11,0,
PriorDayLevels,2020-06-17 09:00:00,LONG,1716.46,1711.31,1732.61,EOD,1.773,WIN,2020-06-17,0,
PriorDayLevels,2020-06-19 13:00:00,SHORT,1736.91,1742.12,1717.38,STOP,-1.368,LOSS,2020-06-19,0,
PriorDayLevels,2020-06-22 07:00:00,LONG,1743.86,1738.63,1749.97,TARGET,1.033,WIN,2020-06-22,0,
PriorDayLevels,2020-06-23 13:00:00,SHORT,1762.99,1768.28,1742.33,STOP,-1.368,LOSS,2020-06-23,0,
PriorDayLevels,2020-06-26 13:00:00,LONG,1755.36,1750.1,1768.81,STOP,-1.366,LOSS,2020-06-26,0,
PriorDayLevels,2020-06-26 16:00:00,SHORT,1768.81,1774.11,1755.36,EOD,-0.833,LOSS,2020-06-26,0,
PriorDayLevels,2020-06-30 11:00:00,LONG,1765.61,1760.31,1774.75,TARGET,1.593,WIN,2020-06-30,0,
PriorDayLevels,2020-06-30 15:00:00,SHORT,1774.75,1780.08,1765.61,STOP,-1.368,LOSS,2020-06-30,0,
PriorDayLevels,2020-07-01 13:00:00,LONG,1764.12,1758.83,1785.73,EOD,0.408,WIN,2020-07-01,0,
PriorDayLevels,2020-07-02 13:00:00,LONG,1759.14,1753.86,1789.09,EOD,2.758,WIN,2020-07-02,0,
PriorDayLevels,2020-07-07 14:00:00,SHORT,1786.93,1792.29,1769.86,STOP,-1.368,LOSS,2020-07-07,0,
PriorDayLevels,2020-07-10 16:00:00,LONG,1795.29,1789.9,1815.79,EOD,0.251,WIN,2020-07-10,0,
PriorDayLevels,2020-07-24 13:00:00,SHORT,1898.19,1903.88,1863.53,STOP,-1.368,LOSS,2020-07-24,0,
PriorDayLevels,2020-07-28 07:00:00,LONG,1912.3,1906.56,1966.21,EOD,7.257,WIN,2020-07-28,0,
PriorDayLevels,2020-07-30 14:00:00,LONG,1941.31,1935.49,1980.6,EOD,2.309,WIN,2020-07-30,0,
PriorDayLevels,2020-08-04 14:00:00,SHORT,1982.13,1988.08,1960.42,STOP,-1.368,LOSS,2020-08-04,0,
PriorDayLevels,2020-08-06 11:00:00,SHORT,2055.4,2061.57,2009.13,STOP,-1.368,LOSS,2020-08-06,0,
PriorDayLevels,2020-08-07 14:00:00,LONG,2034.34,2028.23,2073.68,STOP,-1.366,LOSS,2020-08-07,0,
PriorDayLevels,2020-08-13 14:00:00,SHORT,1949.17,1955.02,1863.59,STOP,-1.368,LOSS,2020-08-13,0,
PriorDayLevels,2020-08-19 14:00:00,LONG,1975.96,1970.03,2015.39,STOP,-1.366,LOSS,2020-08-19,0,
PriorDayLevels,2020-08-20 10:00:00,LONG,1924.64,1918.86,2005.87,EOD,4.49,WIN,2020-08-20,0,
PriorDayLevels,2020-08-21 11:00:00,LONG,1924.08,1918.31,1955.08,STOP,-1.366,LOSS,2020-08-21,0,
PriorDayLevels,2020-08-24 14:00:00,LONG,1929.82,1924.03,1938.26,TARGET,1.325,WIN,2020-08-24,0,
PriorDayLevels,2020-08-25 09:00:00,LONG,1923.67,1917.9,1961.71,STOP,-1.366,LOSS,2020-08-25,0,
PriorDayLevels,2020-08-26 14:00:00,SHORT,1937.33,1943.14,1914.21,STOP,-1.368,LOSS,2020-08-26,0,
PriorDayLevels,2020-08-27 13:00:00,SHORT,1954.68,1960.54,1902.61,STOP,-1.368,LOSS,2020-08-27,0,
PriorDayLevels,2020-09-04 13:00:00,LONG,1921.82,1916.06,1950.74,EOD,1.66,WIN,2020-09-04,0,
PriorDayLevels,2020-09-08 08:00:00,LONG,1924.11,1918.34,1941.12,STOP,-1.366,LOSS,2020-09-08,0,
PriorDayLevels,2020-09-09 13:00:00,SHORT,1940.72,1946.54,1906.37,STOP,-1.368,LOSS,2020-09-09,0,
PriorDayLevels,2020-09-11 17:00:00,LONG,1941.21,1935.39,1966.49,EOD,-0.585,LOSS,2020-09-11,0,
PriorDayLevels,2020-09-16 13:00:00,SHORT,1972.1,1978.02,1948.1,EOD,1.741,WIN,2020-09-16,0,
PriorDayLevels,2020-09-18 17:00:00,SHORT,1959.86,1965.74,1932.83,EOD,1.309,WIN,2020-09-18,0,
PriorDayLevels,2020-09-28 12:00:00,SHORT,1865.86,1871.46,1860.89,STOP,-1.368,LOSS,2020-09-28,0,
PriorDayLevels,2020-09-30 12:00:00,SHORT,1899.26,1904.96,1875.17,EOD,1.676,WIN,2020-09-30,0,
PriorDayLevels,2020-10-01 11:00:00,SHORT,1902.17,1907.88,1881.33,STOP,-1.368,LOSS,2020-10-01,0,
PriorDayLevels,2020-10-05 12:00:00,SHORT,1904.29,1910.0,1898.04,STOP,-1.368,LOSS,2020-10-05,0,
PriorDayLevels,2020-10-06 12:00:00,SHORT,1918.62,1924.38,1886.93,TARGET,5.373,WIN,2020-10-06,0,
PriorDayLevels,2020-10-06 20:00:00,LONG,1886.93,1881.27,1918.62,STOP,-1.366,LOSS,2020-10-06,0,
PriorDayLevels,2020-10-08 12:00:00,SHORT,1897.9,1903.59,1872.69,EOD,0.112,WIN,2020-10-08,0,
PriorDayLevels,2020-10-22 12:00:00,LONG,1910.05,1904.32,1931.28,STOP,-1.366,LOSS,2020-10-22,0,
PriorDayLevels,2020-10-27 15:00:00,SHORT,1908.48,1914.2,1894.84,EOD,0.209,WIN,2020-10-27,0,
PriorDayLevels,2020-10-28 10:00:00,LONG,1897.78,1892.09,1911.27,STOP,-1.366,LOSS,2020-10-28,0,
PriorDayLevels,2020-10-29 12:00:00,LONG,1869.26,1863.65,1910.77,STOP,-1.366,LOSS,2020-10-29,0,
PriorDayLevels,2020-10-30 12:00:00,SHORT,1884.87,1890.53,1859.82,EOD,0.698,WIN,2020-10-30,0,
PriorDayLevels,2020-11-05 08:00:00,SHORT,1916.31,1922.06,1881.43,STOP,-1.368,LOSS,2020-11-05,0,
PriorDayLevels,2020-11-06 11:00:00,SHORT,1952.65,1958.51,1902.4,STOP,-1.368,LOSS,2020-11-06,0,
MaynePlaybook,2020-11-10 04:00:00,LONG,1883.5,1880.88,1933.18,STOP,-1.789,LOSS,2020-11-10,0,
PriorDayLevels,2020-11-11 13:00:00,LONG,1867.35,1861.75,1890.32,STOP,-1.366,LOSS,2020-11-11,0,
PriorDayLevels,2020-11-13 12:00:00,SHORT,1883.73,1889.39,1862.65,STOP,-1.368,LOSS,2020-11-13,0,
PriorDayLevels,2020-11-16 11:00:00,LONG,1887.78,1882.11,1891.54,STOP,-1.366,LOSS,2020-11-16,0,
PriorDayLevels,2020-11-16 16:00:00,SHORT,1891.54,1897.21,1887.78,TARGET,0.529,WIN,2020-11-16,0,
PriorDayLevels,2020-11-20 14:00:00,SHORT,1872.74,1878.36,1852.55,STOP,-1.368,LOSS,2020-11-20,0,
PriorDayLevels,2020-11-26 07:00:00,SHORT,1817.62,1823.08,1801.59,EOD,1.184,WIN,2020-11-26,0,
PriorDayLevels,2020-12-07 08:00:00,LONG,1832.95,1827.46,1837.98,STOP,-1.366,LOSS,2020-12-07,0,
PriorDayLevels,2020-12-07 13:00:00,SHORT,1837.98,1843.5,1832.95,TARGET,0.779,WIN,2020-12-07,0,
PriorDayLevels,2020-12-08 13:00:00,SHORT,1868.39,1873.99,1822.53,STOP,-1.368,LOSS,2020-12-08,0,
PriorDayLevels,2020-12-11 11:00:00,LONG,1828.6,1823.11,1849.95,EOD,1.628,WIN,2020-12-11,0,
PriorDayLevels,2020-12-14 14:00:00,SHORT,1837.99,1843.51,1835.84,TARGET,0.257,WIN,2020-12-14,0,
PriorDayLevels,2020-12-21 09:00:00,LONG,1882.44,1876.8,1884.94,TARGET,0.307,WIN,2020-12-21,0,
PriorDayLevels,2020-12-23 12:00:00,LONG,1858.88,1853.31,1884.2,EOD,2.076,WIN,2020-12-23,0,
PriorDayLevels,2020-12-28 14:00:00,SHORT,1889.77,1895.44,1885.72,STOP,-1.368,LOSS,2020-12-28,0,
PriorDayLevels,2020-12-30 14:00:00,SHORT,1886.31,1891.97,1871.64,STOP,-1.368,LOSS,2020-12-30,0,
PriorDayLevels,2021-01-06 08:00:00,SHORT,1953.14,1959.0,1934.27,STOP,-1.368,LOSS,2021-01-06,0,
PriorDayLevels,2021-01-06 12:00:00,LONG,1934.27,1928.46,1953.14,STOP,-1.366,LOSS,2021-01-06,0,
PriorDayLevels,2021-01-11 12:00:00,LONG,1841.55,1836.03,1855.54,STOP,-1.366,LOSS,2021-01-11,0,
PriorDayLevels,2021-01-12 19:00:00,SHORT,1855.47,1861.04,1816.94,EOD,-0.955,LOSS,2021-01-12,0,
PriorDayLevels,2021-01-15 15:00:00,LONG,1830.11,1824.62,1857.46,STOP,-1.366,LOSS,2021-01-15,0,
PriorDayLevels,2021-01-20 13:00:00,LONG,1833.0,1827.5,1845.43,TARGET,2.126,WIN,2021-01-20,0,
PriorDayLevels,2021-01-25 10:00:00,SHORT,1859.4,1864.98,1856.57,TARGET,0.375,WIN,2021-01-25,0,
PriorDayLevels,2021-01-25 14:00:00,LONG,1856.57,1851.0,1859.4,TARGET,0.375,WIN,2021-01-25,0,
PriorDayLevels,2021-01-28 13:00:00,SHORT,1853.04,1858.6,1831.21,STOP,-1.368,LOSS,2021-01-28,0,
PriorDayLevels,2021-01-29 12:00:00,SHORT,1864.04,1869.63,1833.97,STOP,-1.368,LOSS,2021-01-29,0,
PriorDayLevels,2021-02-02 07:00:00,LONG,1849.04,1843.5,1871.72,STOP,-1.366,LOSS,2021-02-02,0,
PriorDayLevels,2021-02-08 11:00:00,SHORT,1818.71,1824.17,1815.76,TARGET,0.407,WIN,2021-02-08,0,
PriorDayLevels,2021-02-10 13:00:00,SHORT,1848.47,1854.02,1829.92,STOP,-1.368,LOSS,2021-02-10,0,
PriorDayLevels,2021-02-11 16:00:00,LONG,1834.0,1828.49,1855.3,STOP,-1.366,LOSS,2021-02-11,0,
PriorDayLevels,2021-02-16 11:00:00,LONG,1816.01,1810.56,1826.93,STOP,-1.366,LOSS,2021-02-16,0,
PriorDayLevels,2021-02-18 15:00:00,LONG,1769.41,1764.1,1795.09,EOD,0.057,WIN,2021-02-18,0,
PriorDayLevels,2021-02-19 14:00:00,SHORT,1789.56,1794.93,1768.34,EOD,0.661,WIN,2021-02-19,0,
PriorDayLevels,2021-02-24 13:00:00,LONG,1795.61,1790.22,1815.91,STOP,-1.366,LOSS,2021-02-24,0,
PriorDayLevels,2021-02-25 11:00:00,LONG,1783.47,1778.12,1813.72,STOP,-1.366,LOSS,2021-02-25,0,
PriorDayLevels,2021-03-01 13:00:00,LONG,1735.29,1730.08,1739.94,TARGET,0.76,WIN,2021-03-01,0,
PriorDayLevels,2021-03-03 15:00:00,LONG,1707.04,1701.92,1740.46,STOP,-1.366,LOSS,2021-03-03,0,
PriorDayLevels,2021-03-04 17:00:00,LONG,1701.61,1696.51,1737.48,STOP,-1.366,LOSS,2021-03-04,0,
PriorDayLevels,2021-03-05 13:00:00,LONG,1690.44,1685.37,1723.1,EOD,1.681,WIN,2021-03-05,0,
PriorDayLevels,2021-03-09 13:00:00,SHORT,1714.25,1719.4,1676.63,STOP,-1.368,LOSS,2021-03-09,0,
PriorDayLevels,2021-03-10 13:00:00,SHORT,1720.57,1725.73,1680.18,STOP,-1.368,LOSS,2021-03-10,0,
PriorDayLevels,2021-03-15 14:00:00,LONG,1724.24,1719.07,1728.35,TARGET,0.66,WIN,2021-03-15,0,
PriorDayLevels,2021-03-17 14:00:00,LONG,1725.85,1720.67,1741.08,TARGET,2.808,WIN,2021-03-17,0,
PriorDayLevels,2021-03-17 19:00:00,SHORT,1741.08,1746.3,1725.85,STOP,-1.368,LOSS,2021-03-17,0,
PriorDayLevels,2021-03-18 13:00:00,LONG,1723.86,1718.68,1751.55,EOD,1.824,WIN,2021-03-18,0,
PriorDayLevels,2021-03-23 13:00:00,LONG,1727.13,1721.94,1743.05,EOD,-0.375,LOSS,2021-03-23,0,
PriorDayLevels,2021-03-25 13:00:00,SHORT,1738.36,1743.58,1723.55,STOP,-1.368,LOSS,2021-03-25,0,
PriorDayLevels,2021-03-25 17:00:00,LONG,1723.55,1718.38,1738.36,EOD,0.357,WIN,2021-03-25,0,
PriorDayLevels,2021-03-26 11:00:00,LONG,1721.5,1716.33,1745.4,EOD,1.729,WIN,2021-03-26,0,
PriorDayLevels,2021-03-31 17:00:00,SHORT,1714.34,1719.49,1678.39,EOD,0.984,WIN,2021-03-31,0,
PriorDayLevels,2021-04-05 15:00:00,SHORT,1729.92,1735.11,1726.91,TARGET,0.447,WIN,2021-04-05,0,
MaynePlaybook,2021-04-06 12:00:00,SHORT,1735.81,1738.98,1716.75,STOP,-1.602,LOSS,2021-04-06,0,
PriorDayLevels,2021-04-09 13:00:00,LONG,1733.13,1727.93,1758.64,EOD,1.691,WIN,2021-04-09,0,
PriorDayLevels,2021-04-12 11:00:00,SHORT,1743.48,1748.71,1740.49,TARGET,0.437,WIN,2021-04-12,0,
PriorDayLevels,2021-04-13 13:00:00,SHORT,1744.93,1750.17,1727.32,EOD,-0.682,LOSS,2021-04-13,0,
PriorDayLevels,2021-04-16 09:00:00,SHORT,1769.58,1774.89,1734.3,STOP,-1.368,LOSS,2021-04-16,0,
PriorDayLevels,2021-04-19 12:00:00,LONG,1774.76,1769.44,1778.05,TARGET,0.485,WIN,2021-04-19,0,
PriorDayLevels,2021-04-20 12:00:00,LONG,1766.53,1761.23,1789.99,EOD,1.558,WIN,2021-04-20,0,
PriorDayLevels,2021-04-23 14:00:00,LONG,1777.33,1772.0,1797.76,STOP,-1.366,LOSS,2021-04-23,0,
PriorDayLevels,2021-04-26 12:00:00,LONG,1773.86,1768.54,1775.98,TARGET,0.265,WIN,2021-04-26,0,
PriorDayLevels,2021-04-29 13:00:00,LONG,1762.46,1757.17,1783.9,STOP,-1.366,LOSS,2021-04-29,0,
PriorDayLevels,2021-05-04 14:00:00,SHORT,1797.83,1803.22,1767.31,EOD,3.196,WIN,2021-05-04,0,
PriorDayLevels,2021-05-05 12:00:00,LONG,1770.57,1765.26,1798.95,EOD,2.389,WIN,2021-05-05,0,
PriorDayLevels,2021-05-11 12:00:00,LONG,1829.95,1824.46,1845.32,STOP,-1.366,LOSS,2021-05-11,0,
PriorDayLevels,2021-05-12 13:00:00,SHORT,1841.71,1847.23,1817.8,TARGET,4.196,WIN,2021-05-12,0,
PriorDayLevels,2021-05-12 22:00:00,LONG,1817.8,1812.34,1841.71,EOD,-0.423,LOSS,2021-05-12,0,
PriorDayLevels,2021-05-13 08:00:00,LONG,1813.23,1807.79,1843.46,EOD,1.8,WIN,2021-05-13,0,
PriorDayLevels,2021-05-19 08:00:00,LONG,1863.16,1857.57,1874.88,STOP,-1.366,LOSS,2021-05-19,0,
PriorDayLevels,2021-05-19 13:00:00,SHORT,1874.88,1880.5,1863.16,STOP,-1.368,LOSS,2021-05-19,0,
PriorDayLevels,2021-05-19 18:00:00,LONG,1863.16,1857.57,1874.88,TARGET,1.961,WIN,2021-05-19,0,
PriorDayLevels,2021-05-21 12:00:00,SHORT,1883.77,1889.42,1863.8,EOD,0.007,BE,2021-05-21,0,
PriorDayLevels,2021-05-27 12:00:00,LONG,1890.66,1884.98,1912.62,EOD,0.922,WIN,2021-05-27,0,
PriorDayLevels,2021-05-28 12:00:00,LONG,1888.11,1882.45,1903.53,STOP,-1.366,LOSS,2021-05-28,0,
PriorDayLevels,2021-05-28 19:00:00,SHORT,1903.53,1909.24,1888.11,EOD,-0.398,LOSS,2021-05-28,0,
PriorDayLevels,2021-06-01 14:00:00,LONG,1902.06,1896.36,1910.54,STOP,-1.366,LOSS,2021-06-01,0,
PriorDayLevels,2021-06-07 13:00:00,SHORT,1890.63,1896.3,1888.65,TARGET,0.217,WIN,2021-06-07,0,
PriorDayLevels,2021-06-08 12:00:00,SHORT,1900.03,1905.73,1881.46,EOD,0.81,WIN,2021-06-08,0,
PriorDayLevels,2021-06-10 19:00:00,SHORT,1898.91,1904.61,1887.25,EOD,-0.262,LOSS,2021-06-10,0,
PriorDayLevels,2021-06-16 18:00:00,LONG,1851.53,1845.97,1869.05,STOP,-1.366,LOSS,2021-06-16,0,
PriorDayLevels,2021-06-17 08:00:00,LONG,1803.26,1797.85,1863.51,STOP,-1.366,LOSS,2021-06-17,0,
PriorDayLevels,2021-06-18 19:00:00,LONG,1766.98,1761.68,1825.19,STOP,-1.366,LOSS,2021-06-18,0,
PriorDayLevels,2021-06-23 13:00:00,SHORT,1790.05,1795.42,1772.26,EOD,2.006,WIN,2021-06-23,0,
PriorDayLevels,2021-06-25 12:00:00,SHORT,1787.96,1793.32,1772.83,EOD,0.864,WIN,2021-06-25,0,
PriorDayLevels,2021-06-28 13:00:00,SHORT,1782.75,1788.1,1780.54,TARGET,0.28,WIN,2021-06-28,0,
PriorDayLevels,2021-07-02 08:00:00,SHORT,1782.76,1788.11,1765.63,STOP,-1.368,LOSS,2021-07-02,0,
PriorDayLevels,2021-07-08 07:00:00,SHORT,1809.67,1815.1,1793.87,STOP,-1.368,LOSS,2021-07-08,0,
PriorDayLevels,2021-07-15 17:00:00,SHORT,1829.71,1835.2,1804.46,EOD,-0.32,LOSS,2021-07-15,0,
PriorDayLevels,2021-07-22 08:00:00,LONG,1794.42,1789.04,1813.64,EOD,1.983,WIN,2021-07-22,0,
PriorDayLevels,2021-07-23 11:00:00,LONG,1792.69,1787.31,1808.43,EOD,1.386,WIN,2021-07-23,0,
PriorDayLevels,2021-07-26 13:00:00,LONG,1800.05,1794.65,1802.71,TARGET,0.359,WIN,2021-07-26,0,
PriorDayLevels,2021-07-27 14:00:00,LONG,1796.28,1790.89,1811.45,EOD,0.3,WIN,2021-07-27,0,
PriorDayLevels,2021-07-28 18:00:00,LONG,1793.33,1787.95,1805.17,TARGET,2.067,WIN,2021-07-28,0,
PriorDayLevels,2021-07-28 20:00:00,SHORT,1805.17,1810.59,1793.33,EOD,-1.131,LOSS,2021-07-28,0,
PriorDayLevels,2021-08-02 14:00:00,SHORT,1814.96,1820.4,1812.01,TARGET,0.408,WIN,2021-08-02,0,
PriorDayLevels,2021-08-04 15:00:00,LONG,1807.0,1801.58,1814.92,EOD,0.484,WIN,2021-08-04,0,
PriorDayLevels,2021-08-05 13:00:00,LONG,1806.31,1800.89,1831.66,STOP,-1.366,LOSS,2021-08-05,0,
PriorDayLevels,2021-08-11 10:00:00,SHORT,1738.24,1743.45,1717.7,STOP,-1.368,LOSS,2021-08-11,0,
PriorDayLevels,2021-08-16 12:00:00,SHORT,1779.98,1785.32,1778.41,TARGET,0.16,WIN,2021-08-16,0,
PriorDayLevels,2021-08-18 14:00:00,LONG,1780.5,1775.15,1795.52,EOD,0.921,WIN,2021-08-18,0,
PriorDayLevels,2021-08-19 19:00:00,LONG,1777.12,1771.79,1793.68,EOD,-0.02,BE,2021-08-19,0,
PriorDayLevels,2021-08-24 12:00:00,SHORT,1806.23,1811.65,1776.41,EOD,0.469,WIN,2021-08-24,0,
PriorDayLevels,2021-08-26 12:00:00,LONG,1782.31,1776.96,1802.59,EOD,1.715,WIN,2021-08-26,0,
PriorDayLevels,2021-08-31 13:00:00,LONG,1807.65,1802.23,1823.16,STOP,-1.366,LOSS,2021-08-31,0,
PriorDayLevels,2021-09-01 12:00:00,SHORT,1819.05,1824.5,1801.54,EOD,0.739,WIN,2021-09-01,0,
PriorDayLevels,2021-09-02 14:00:00,LONG,1808.59,1803.16,1819.91,EOD,-0.224,LOSS,2021-09-02,0,
PriorDayLevels,2021-09-03 12:00:00,SHORT,1817.01,1822.46,1804.63,STOP,-1.368,LOSS,2021-09-03,0,
PriorDayLevels,2021-09-08 13:00:00,LONG,1792.28,1786.9,1827.18,STOP,-1.366,LOSS,2021-09-08,0,
PriorDayLevels,2021-09-14 11:00:00,LONG,1783.3,1777.95,1798.31,TARGET,2.672,WIN,2021-09-14,0,
PriorDayLevels,2021-09-14 13:00:00,SHORT,1798.31,1803.71,1783.3,STOP,-1.368,LOSS,2021-09-14,0,
PriorDayLevels,2021-09-21 09:00:00,SHORT,1766.92,1772.22,1741.68,STOP,-1.368,LOSS,2021-09-21,0,
PriorDayLevels,2021-09-22 18:00:00,SHORT,1781.61,1786.96,1757.87,STOP,-1.368,LOSS,2021-09-22,0,
PriorDayLevels,2021-09-23 12:00:00,LONG,1764.58,1759.29,1787.16,STOP,-1.366,LOSS,2021-09-23,0,
PriorDayLevels,2021-09-27 09:00:00,LONG,1748.21,1742.97,1750.77,TARGET,0.355,WIN,2021-09-27,0,
PriorDayLevels,2021-09-29 14:00:00,LONG,1728.07,1722.88,1754.41,STOP,-1.366,LOSS,2021-09-29,0,
PriorDayLevels,2021-09-30 14:00:00,SHORT,1745.47,1750.71,1721.57,STOP,-1.368,LOSS,2021-09-30,0,
