strategy,time,dir,entry,stop,target,exit,R,outcome,date,n_confirm,partners
LiquidityRun,2022-08-26 17:30:00,LONG,1738.4,1734.6,1749.81,STOP,-1.502,LOSS,2022-08-26,0,
LiquiditySweep,2022-08-28 23:15:00,LONG,1735.38,1730.53,1738.78,STOP,-1.393,LOSS,2022-08-28,0,
LiquidityRun,2022-08-29 02:30:00,LONG,1727.31,1723.55,1738.58,STOP,-1.505,LOSS,2022-08-29,0,
LiquidityRun,2022-08-29 06:45:00,LONG,1724.14,1721.73,1731.36,STOP,-1.787,LOSS,2022-08-29,1,LiquiditySweep
LiquiditySweep,2022-08-29 07:45:00,LONG,1721.56,1717.88,1738.78,TARGET,4.403,WIN,2022-08-29,1,LiquidityRun
LiquidityRun,2022-08-29 09:15:00,LONG,1722.64,1720.85,1728.0,TARGET,2.421,WIN,2022-08-29,1,LiquiditySweep
PriorDayLevels,2022-08-29 13:00:00,SHORT,1738.52,1743.74,1733.12,STOP,-1.368,LOSS,2022-08-29,1,LiquidityRun
LiquidityRun,2022-08-29 14:45:00,SHORT,1738.07,1742.2,1725.67,TARGET,2.748,WIN,2022-08-29,1,PriorDayLevels
StructureSweep,2022-08-30 01:30:00,LONG,1736.6,1734.58,1740.47,STOP,-1.947,LOSS,2022-08-30,0,
StructureSweep,2022-08-30 08:15:00,SHORT,1736.52,1738.86,1733.87,TARGET,0.693,WIN,2022-08-30,0,
LiquidityRun,2022-08-30 15:15:00,LONG,1725.76,1722.3,1736.11,STOP,-1.549,LOSS,2022-08-30,0,
LiquidityRun,2022-08-31 04:15:00,LONG,1724.8,1722.47,1731.81,STOP,-1.811,LOSS,2022-08-31,1,LiquiditySweep
LiquidityRun,2022-08-31 06:30:00,SHORT,1721.51,1724.77,1711.75,TARGET,2.683,WIN,2022-08-31,0,
LiquiditySweep,2022-08-31 07:15:00,LONG,1721.13,1716.81,1724.43,STOP,-1.438,LOSS,2022-08-31,1,LiquidityRun
LiquidityRun,2022-08-31 11:30:00,LONG,1715.55,1711.31,1728.29,STOP,-1.444,LOSS,2022-08-31,0,
StructureSweep,2022-08-31 13:45:00,SHORT,1716.09,1719.79,1709.56,STOP,-1.511,LOSS,2022-08-31,0,
LiquidityRun,2022-08-31 13:45:00,LONG,1716.09,1711.13,1731.0,STOP,-1.379,LOSS,2022-08-31,0,
StructureSweep,2022-08-31 19:30:00,LONG,1710.38,1708.0,1723.46,STOP,-1.792,LOSS,2022-08-31,2,"LiquidityRun,LiquiditySweep"
LiquiditySweep,2022-08-31 20:00:00,LONG,1710.91,1706.96,1716.34,STOP,-1.475,LOSS,2022-08-31,2,"LiquidityRun,StructureSweep"
StructureSweep,2022-08-31 22:30:00,LONG,1710.85,1708.03,1723.46,STOP,-1.667,LOSS,2022-08-31,2,"LiquidityRun,LiquiditySweep"
LiquidityRun,2022-08-31 22:45:00,LONG,1711.19,1708.33,1719.75,STOP,-1.658,LOSS,2022-08-31,2,"LiquiditySweep,StructureSweep"
LiquidityRun,2022-09-01 02:30:00,LONG,1704.9,1701.82,1714.14,STOP,-1.608,LOSS,2022-09-01,0,
LiquiditySweep,2022-09-01 08:15:00,LONG,1703.49,1698.41,1706.23,TARGET,0.338,WIN,2022-09-01,2,"LiquidityRun,StructureSweep"
StructureSweep,2022-09-01 08:15:00,LONG,1703.49,1699.26,1708.49,TARGET,0.94,WIN,2022-09-01,2,"LiquidityRun,LiquiditySweep"
LiquidityRun,2022-09-01 09:15:00,LONG,1704.94,1701.43,1715.46,STOP,-1.534,LOSS,2022-09-01,2,"LiquiditySweep,StructureSweep"
LiquiditySweep,2022-09-01 10:30:00,LONG,1700.88,1697.4,1706.23,STOP,-1.538,LOSS,2022-09-01,2,"LiquidityRun,StructureSweep"
LiquiditySweep,2022-09-01 12:45:00,LONG,1701.0,1692.36,1706.23,STOP,-1.216,LOSS,2022-09-01,1,LiquidityRun
LiquidityRun,2022-09-01 15:15:00,LONG,1694.21,1690.89,1704.19,TARGET,2.694,WIN,2022-09-01,0,
LiquidityRun,2022-09-02 10:30:00,SHORT,1705.82,1708.2,1698.71,STOP,-1.792,LOSS,2022-09-02,1,PriorDayLevels
PriorDayLevels,2022-09-02 12:00:00,SHORT,1708.92,1714.05,1688.72,STOP,-1.368,LOSS,2022-09-02,1,LiquidityRun
LiquidityRun,2022-09-02 15:30:00,SHORT,1713.5,1717.2,1702.39,STOP,-1.51,LOSS,2022-09-02,1,PriorDayLevels
Inducement+FVG,2022-09-05 06:15:00,LONG,1710.34,1708.55,1717.93,STOP,-2.048,LOSS,2022-09-05,1,StructureSweep
StructureSweep,2022-09-05 07:15:00,LONG,1708.62,1706.45,1714.02,TARGET,2.017,WIN,2022-09-05,1,Inducement+FVG
Inducement+FVG,2022-09-05 12:15:00,LONG,1712.88,1709.11,1717.93,TARGET,1.068,WIN,2022-09-05,1,StructureSweep
StructureSweep,2022-09-05 14:00:00,LONG,1711.58,1708.68,1715.7,TARGET,1.069,WIN,2022-09-05,1,Inducement+FVG
LiquidityRun,2022-09-06 01:15:00,SHORT,1718.47,1723.2,1704.28,TARGET,2.783,WIN,2022-09-06,0,
StructureSweep,2022-09-06 06:45:00,SHORT,1720.15,1722.42,1714.99,TARGET,1.81,WIN,2022-09-06,0,
Inducement+FVG,2022-09-06 07:15:00,LONG,1713.72,1711.56,1726.34,STOP,-1.873,LOSS,2022-09-06,0,
PriorDayLevels,2022-09-06 12:00:00,LONG,1707.72,1702.6,1715.7,STOP,-1.366,LOSS,2022-09-06,0,
LiquidityRun,2022-09-06 20:45:00,LONG,1701.7,1699.45,1708.44,STOP,-1.832,LOSS,2022-09-06,0,
StructureSweep,2022-09-06 22:00:00,SHORT,1702.02,1704.08,1699.75,TARGET,0.611,WIN,2022-09-06,0,
LiquiditySweep,2022-09-07 03:15:00,LONG,1693.49,1689.88,1697.71,TARGET,0.89,WIN,2022-09-07,1,LiquidityRun
LiquidityRun,2022-09-07 05:15:00,LONG,1695.5,1692.57,1704.29,TARGET,2.652,WIN,2022-09-07,1,LiquiditySweep
LiquidityRun,2022-09-07 10:45:00,SHORT,1702.71,1705.97,1692.92,STOP,-1.575,LOSS,2022-09-07,0,
PriorDayLevels,2022-09-07 12:00:00,LONG,1699.75,1694.65,1726.34,EOD,2.925,WIN,2022-09-07,0,
LiquidityRun,2022-09-07 18:15:00,SHORT,1715.35,1718.04,1707.28,STOP,-1.702,LOSS,2022-09-07,0,
LiquidityRun,2022-09-07 22:30:00,SHORT,1717.7,1719.91,1711.1,STOP,-1.859,LOSS,2022-09-07,0,
StructureSweep,2022-09-08 02:30:00,LONG,1714.49,1711.78,1719.43,TARGET,1.439,WIN,2022-09-08,0,
LiquidityRun,2022-09-08 07:30:00,SHORT,1719.04,1721.26,1712.38,STOP,-1.852,LOSS,2022-09-08,0,
StructureSweep,2022-09-08 12:30:00,LONG,1716.18,1713.79,1722.78,STOP,-1.788,LOSS,2022-09-08,1,Inducement+FVG
LiquidityRun,2022-09-08 12:30:00,SHORT,1716.18,1724.3,1691.85,STOP,-1.233,LOSS,2022-09-08,0,
Inducement+FVG,2022-09-08 12:45:00,LONG,1715.73,1713.05,1719.43,STOP,-1.704,LOSS,2022-09-08,1,StructureSweep
Inducement+FVG,2022-09-08 13:15:00,LONG,1712.76,1709.76,1719.43,STOP,-1.627,LOSS,2022-09-08,1,StructureSweep
PriorDayLevels,2022-09-09 07:00:00,SHORT,1728.14,1733.32,1703.86,EOD,1.748,WIN,2022-09-09,1,LiquiditySweep
LiquiditySweep,2022-09-09 07:15:00,SHORT,1727.92,1731.83,1716.86,TARGET,2.568,WIN,2022-09-09,1,PriorDayLevels
LiquidityRun,2022-09-09 12:00:00,SHORT,1721.61,1726.65,1706.49,STOP,-1.376,LOSS,2022-09-09,0,
Inducement+FVG,2022-09-12 02:45:00,LONG,1713.88,1710.07,1729.34,TARGET,3.784,WIN,2022-09-12,0,
LiquidityRun,2022-09-12 10:00:00,SHORT,1724.35,1727.84,1713.87,STOP,-1.544,LOSS,2022-09-12,1,LiquiditySweep
LiquiditySweep,2022-09-12 11:30:00,SHORT,1729.05,1732.09,1725.23,STOP,-1.626,LOSS,2022-09-12,1,LiquidityRun
LiquiditySweep,2022-09-12 12:30:00,SHORT,1728.56,1734.17,1725.23,TARGET,0.409,WIN,2022-09-12,1,LiquidityRun
LiquidityRun,2022-09-12 13:45:00,SHORT,1725.83,1729.01,1716.32,STOP,-1.599,LOSS,2022-09-12,1,LiquiditySweep
LiquidityRun,2022-09-12 16:30:00,SHORT,1730.86,1734.91,1718.7,TARGET,2.744,WIN,2022-09-12,1,LiquiditySweep
PriorDayLevels,2022-09-13 12:00:00,LONG,1711.95,1706.81,1735.08,STOP,-1.366,LOSS,2022-09-13,0,
LiquiditySweep,2022-09-13 13:30:00,LONG,1706.28,1698.48,1711.57,STOP,-1.24,LOSS,2022-09-13,1,LiquidityRun
LiquidityRun,2022-09-13 13:45:00,LONG,1706.56,1700.87,1723.63,STOP,-1.329,LOSS,2022-09-13,1,LiquiditySweep
LiquidityRun,2022-09-14 02:15:00,LONG,1703.43,1698.87,1717.1,STOP,-1.41,LOSS,2022-09-14,0,
StructureSweep,2022-09-14 07:15:00,LONG,1699.23,1697.27,1705.07,TARGET,2.453,WIN,2022-09-14,0,
StructureSweep,2022-09-14 13:45:00,SHORT,1703.55,1707.78,1698.99,TARGET,0.836,WIN,2022-09-14,1,LiquidityRun
LiquidityRun,2022-09-14 15:30:00,SHORT,1703.69,1706.44,1695.45,TARGET,2.628,WIN,2022-09-14,1,StructureSweep
PriorDayLevels,2022-09-14 18:00:00,LONG,1696.99,1691.9,1731.77,EOD,-0.265,LOSS,2022-09-14,2,"LiquidityRun,LiquiditySweep"
LiquiditySweep,2022-09-14 18:30:00,LONG,1697.14,1694.15,1703.15,STOP,-1.624,LOSS,2022-09-14,2,"LiquidityRun,PriorDayLevels"
LiquidityRun,2022-09-14 20:00:00,LONG,1695.8,1693.2,1703.58,STOP,-1.718,LOSS,2022-09-14,2,"LiquiditySweep,PriorDayLevels"
LiquiditySweep,2022-09-14 20:15:00,LONG,1697.17,1693.25,1703.15,STOP,-1.475,LOSS,2022-09-14,2,"LiquidityRun,PriorDayLevels"
LiquidityRun,2022-09-15 03:45:00,LONG,1692.7,1690.57,1699.09,STOP,-1.874,LOSS,2022-09-15,0,
LiquidityRun,2022-09-15 05:30:00,LONG,1689.24,1686.74,1696.75,STOP,-1.742,LOSS,2022-09-15,0,
LiquidityRun,2022-09-15 07:45:00,LONG,1689.79,1686.04,1701.05,STOP,-1.495,LOSS,2022-09-15,2,"LiquiditySweep,StructureSweep"
StructureSweep,2022-09-15 09:30:00,SHORT,1689.31,1691.76,1685.34,TARGET,1.214,WIN,2022-09-15,0,
LiquiditySweep,2022-09-15 11:15:00,LONG,1685.84,1682.21,1689.95,TARGET,0.852,WIN,2022-09-15,2,"LiquidityRun,StructureSweep"
StructureSweep,2022-09-15 11:30:00,LONG,1686.74,1683.04,1691.2,STOP,-1.501,LOSS,2022-09-15,2,"LiquidityRun,LiquiditySweep"
LiquidityRun,2022-09-15 12:45:00,LONG,1687.53,1685.25,1694.37,STOP,-1.813,LOSS,2022-09-15,2,"LiquiditySweep,StructureSweep"
LiquiditySweep,2022-09-15 13:00:00,LONG,1686.25,1682.48,1689.95,STOP,-1.491,LOSS,2022-09-15,2,"LiquidityRun,StructureSweep"
StructureSweep,2022-09-15 13:00:00,LONG,1686.25,1683.32,1691.2,STOP,-1.632,LOSS,2022-09-15,2,"LiquidityRun,LiquiditySweep"
LiquidityRun,2022-09-15 13:30:00,SHORT,1683.86,1686.69,1675.36,STOP,-1.655,LOSS,2022-09-15,0,
LiquiditySweep,2022-09-15 13:45:00,LONG,1690.1,1681.2,1691.2,STOP,-1.208,LOSS,2022-09-15,2,"LiquidityRun,StructureSweep"
LiquidityRun,2022-09-15 14:00:00,LONG,1686.57,1682.47,1698.87,STOP,-1.452,LOSS,2022-09-15,2,"LiquiditySweep,StructureSweep"
StructureSweep,2022-09-15 14:00:00,LONG,1686.57,1684.01,1692.13,STOP,-1.724,LOSS,2022-09-15,2,"LiquidityRun,LiquiditySweep"
LiquidityRun,2022-09-15 14:45:00,SHORT,1668.24,1685.82,1615.48,STOP,-1.105,LOSS,2022-09-15,0,
LiquiditySweep,2022-09-16 06:15:00,LONG,1660.32,1657.64,1665.38,STOP,-1.681,LOSS,2022-09-16,0,
LiquiditySweep,2022-09-16 09:00:00,LONG,1661.22,1656.49,1665.38,TARGET,0.667,WIN,2022-09-16,1,PriorDayLevels
StructureSweep,2022-09-16 09:15:00,SHORT,1664.29,1667.83,1654.1,STOP,-1.519,LOSS,2022-09-16,0,
PriorDayLevels,2022-09-16 12:00:00,LONG,1660.18,1655.2,1697.78,EOD,2.663,WIN,2022-09-16,1,LiquiditySweep
StructureSweep,2022-09-19 01:15:00,LONG,1673.12,1671.05,1679.96,STOP,-1.89,LOSS,2022-09-19,0,
StructureSweep,2022-09-19 12:15:00,SHORT,1666.42,1669.27,1659.46,STOP,-1.645,LOSS,2022-09-19,0,
StructureSweep,2022-09-20 02:00:00,LONG,1675.0,1672.72,1679.43,STOP,-1.806,LOSS,2022-09-20,0,
StructureSweep,2022-09-21 17:00:00,LONG,1665.81,1663.19,1677.34,STOP,-1.7,LOSS,2022-09-21,0,
PriorDayLevels,2022-09-21 18:00:00,SHORT,1679.43,1684.47,1659.91,STOP,-1.368,LOSS,2022-09-21,1,LiquiditySweep
LiquiditySweep,2022-09-21 18:00:00,LONG,1659.21,1651.29,1666.24,TARGET,0.763,WIN,2022-09-21,0,
LiquiditySweep,2022-09-21 19:15:00,SHORT,1679.3,1689.48,1674.85,TARGET,0.338,WIN,2022-09-21,1,PriorDayLevels
LiquidityRun,2022-09-21 19:45:00,SHORT,1672.45,1679.77,1650.48,STOP,-1.252,LOSS,2022-09-21,0,
LiquidityRun,2022-09-22 13:15:00,SHORT,1678.03,1683.07,1662.89,TARGET,2.801,WIN,2022-09-22,0,
StructureSweep,2022-09-23 02:45:00,LONG,1670.52,1667.96,1675.93,STOP,-1.719,LOSS,2022-09-23,0,
PriorDayLevels,2022-09-23 09:00:00,LONG,1655.37,1650.4,1684.83,STOP,-1.366,LOSS,2022-09-23,1,LiquiditySweep
LiquiditySweep,2022-09-23 09:45:00,LONG,1657.19,1649.89,1663.66,STOP,-1.249,LOSS,2022-09-23,2,"LiquidityRun,PriorDayLevels"
LiquidityRun,2022-09-23 13:15:00,LONG,1652.57,1645.15,1674.83,STOP,-1.244,LOSS,2022-09-23,1,LiquiditySweep
LiquiditySweep,2022-09-23 19:00:00,LONG,1642.19,1637.75,1648.44,STOP,-1.406,LOSS,2022-09-23,0,
LiquiditySweep,2022-09-26 01:00:00,LONG,1640.22,1624.82,1645.67,TARGET,0.29,WIN,2022-09-26,0,
PriorDayLevels,2022-09-26 07:00:00,SHORT,1645.67,1650.61,1640.36,TARGET,0.944,WIN,2022-09-26,1,LiquidityRun
LiquidityRun,2022-09-26 09:45:00,SHORT,1641.89,1645.85,1630.02,STOP,-1.457,LOSS,2022-09-26,1,PriorDayLevels
PriorDayLevels,2022-09-26 12:00:00,SHORT,1645.67,1650.61,1640.36,TARGET,0.944,WIN,2022-09-26,1,LiquidityRun
LiquidityRun,2022-09-26 19:00:00,LONG,1627.97,1623.39,1641.7,STOP,-1.39,LOSS,2022-09-26,0,
LiquidityRun,2022-09-26 22:00:00,LONG,1624.86,1620.78,1637.08,TARGET,2.76,WIN,2022-09-26,0,
StructureSweep,2022-09-27 01:15:00,SHORT,1630.38,1634.02,1621.05,STOP,-1.493,LOSS,2022-09-27,0,
LiquidityRun,2022-09-27 08:00:00,SHORT,1634.92,1639.32,1621.7,STOP,-1.409,LOSS,2022-09-27,0,
LiquidityRun,2022-09-27 12:00:00,SHORT,1637.1,1640.5,1626.88,TARGET,2.712,WIN,2022-09-27,0,
LiquidityRun,2022-09-27 18:00:00,LONG,1630.14,1627.71,1637.43,STOP,-1.737,LOSS,2022-09-27,0,
LiquiditySweep,2022-09-28 06:15:00,LONG,1622.35,1617.4,1626.3,STOP,-1.36,LOSS,2022-09-28,1,LiquidityRun
LiquiditySweep,2022-09-28 07:45:00,LONG,1621.86,1616.12,1626.3,STOP,-1.31,LOSS,2022-09-28,1,LiquidityRun
LiquidityRun,2022-09-28 08:00:00,LONG,1621.36,1617.52,1632.87,STOP,-1.464,LOSS,2022-09-28,1,LiquiditySweep
LiquidityRun,2022-09-28 10:15:00,LONG,1627.66,1617.21,1659.02,TARGET,2.906,WIN,2022-09-28,0,
PriorDayLevels,2022-09-28 13:00:00,SHORT,1642.38,1647.31,1626.65,STOP,-1.368,LOSS,2022-09-28,0,
LiquidityRun,2022-09-28 16:30:00,SHORT,1657.3,1660.06,1649.0,STOP,-1.66,LOSS,2022-09-28,0,
LiquidityRun,2022-09-28 20:15:00,SHORT,1658.86,1661.63,1650.56,TARGET,2.641,WIN,2022-09-28,0,
Inducement+FVG,2022-09-29 14:15:00,LONG,1648.75,1643.12,1662.66,TARGET,2.291,WIN,2022-09-29,0,
PriorDayLevels,2022-09-29 16:00:00,SHORT,1662.66,1667.65,1614.43,EOD,-0.749,LOSS,2022-09-29,2,"LiquidityRun,LiquiditySweep"
LiquiditySweep,2022-09-29 16:15:00,SHORT,1660.41,1667.3,1658.75,TARGET,0.095,WIN,2022-09-29,2,"LiquidityRun,PriorDayLevels"
LiquidityRun,2022-09-29 17:45:00,SHORT,1658.17,1661.1,1649.39,STOP,-1.624,LOSS,2022-09-29,2,"LiquiditySweep,PriorDayLevels"
LiquiditySweep,2022-09-29 23:45:00,SHORT,1664.57,1667.67,1658.75,STOP,-1.591,LOSS,2022-09-29,0,
LiquidityRun,2022-09-30 06:30:00,SHORT,1665.13,1668.37,1655.43,STOP,-1.567,LOSS,2022-09-30,1,LiquiditySweep
LiquiditySweep,2022-09-30 06:30:00,SHORT,1665.13,1668.93,1661.17,STOP,-1.483,LOSS,2022-09-30,1,LiquidityRun
LiquidityRun,2022-09-30 16:00:00,SHORT,1668.37,1673.46,1653.12,STOP,-1.362,LOSS,2022-09-30,0,
StructureSweep,2022-09-30 17:30:00,LONG,1662.16,1660.07,1675.42,STOP,-1.874,LOSS,2022-09-30,1,Inducement+FVG
Inducement+FVG,2022-09-30 17:45:00,LONG,1662.93,1659.79,1674.18,STOP,-1.581,LOSS,2022-09-30,1,StructureSweep
StructureSweep,2022-10-03 02:30:00,SHORT,1665.18,1667.85,1660.06,STOP,-1.687,LOSS,2022-10-03,0,
StructureSweep,2022-10-03 07:00:00,LONG,1663.87,1660.01,1669.45,STOP,-1.474,LOSS,2022-10-03,0,
StructureSweep,2022-10-03 12:30:00,SHORT,1668.25,1671.67,1659.58,STOP,-1.538,LOSS,2022-10-03,0,
StructureSweep,2022-10-04 00:15:00,LONG,1698.18,1695.81,1701.43,STOP,-1.786,LOSS,2022-10-04,0,
LiquidityRun,2022-10-04 00:15:00,SHORT,1698.18,1702.13,1686.34,STOP,-1.474,LOSS,2022-10-04,0,
LiquiditySweep,2022-10-04 06:00:00,SHORT,1702.26,1706.3,1698.17,STOP,-1.465,LOSS,2022-10-04,0,
LiquidityRun,2022-10-04 11:00:00,SHORT,1702.05,1711.34,1674.17,STOP,-1.202,LOSS,2022-10-04,0,
StructureSweep,2022-10-04 11:45:00,LONG,1705.83,1701.24,1712.43,TARGET,1.214,WIN,2022-10-04,0,
LiquiditySweep,2022-10-04 12:45:00,SHORT,1711.88,1715.71,1705.52,STOP,-1.492,LOSS,2022-10-04,0,
LiquidityRun,2022-10-04 13:30:00,SHORT,1706.72,1712.24,1690.17,STOP,-1.341,LOSS,2022-10-04,0,
LiquiditySweep,2022-10-04 14:15:00,SHORT,1712.29,1716.89,1705.52,STOP,-1.41,LOSS,2022-10-04,0,
LiquidityRun,2022-10-04 17:00:00,SHORT,1720.16,1728.46,1695.27,TARGET,2.876,WIN,2022-10-04,0,
Inducement+FVG,2022-10-05 02:45:00,LONG,1719.74,1712.6,1729.47,STOP,-1.264,LOSS,2022-10-05,0,
Inducement+FVG,2022-10-05 08:30:00,LONG,1714.78,1709.32,1729.47,STOP,-1.345,LOSS,2022-10-05,0,
StructureSweep,2022-10-05 12:30:00,SHORT,1710.34,1714.94,1703.12,TARGET,1.347,WIN,2022-10-05,0,
Inducement+FVG,2022-10-05 14:00:00,LONG,1705.36,1698.32,1729.47,STOP,-1.266,LOSS,2022-10-05,0,
StructureSweep,2022-10-06 08:30:00,LONG,1714.95,1712.72,1725.0,STOP,-1.843,LOSS,2022-10-06,0,
PriorDayLevels,2022-10-07 10:00:00,LONG,1706.89,1701.77,1725.49,STOP,-1.366,LOSS,2022-10-07,1,LiquiditySweep
LiquiditySweep,2022-10-07 13:00:00,LONG,1703.73,1693.49,1710.49,STOP,-1.182,LOSS,2022-10-07,2,"LiquidityRun,PriorDayLevels"
LiquidityRun,2022-10-07 15:00:00,LONG,1702.29,1698.38,1714.02,STOP,-1.478,LOSS,2022-10-07,1,LiquiditySweep
LiquidityRun,2022-10-11 01:45:00,SHORT,1668.19,1672.9,1654.05,STOP,-1.39,LOSS,2022-10-11,0,
LiquiditySweep,2022-10-11 03:15:00,LONG,1666.0,1662.66,1671.59,STOP,-1.548,LOSS,2022-10-11,0,
StructureSweep,2022-10-11 09:15:00,LONG,1664.24,1661.87,1669.78,STOP,-1.769,LOSS,2022-10-11,2,"LiquiditySweep,VolProfileReject"
LiquiditySweep,2022-10-11 10:00:00,LONG,1661.19,1658.49,1669.53,TARGET,2.717,WIN,2022-10-11,1,StructureSweep
VolProfileReject,2022-10-11 11:00:00,LONG,1668.6,1659.32,1713.78,STOP,-1.197,LOSS,2022-10-11,1,StructureSweep
LiquidityRun,2022-10-11 17:15:00,SHORT,1678.36,1681.99,1667.45,TARGET,2.724,WIN,2022-10-11,0,
PriorDayLevels,2022-10-11 19:00:00,LONG,1665.62,1660.62,1697.23,EOD,-0.683,LOSS,2022-10-11,0,
LiquidityRun,2022-10-11 19:00:00,SHORT,1665.8,1677.55,1630.56,STOP,-1.157,LOSS,2022-10-11,0,
StructureSweep,2022-10-12 00:30:00,LONG,1665.35,1661.66,1683.88,STOP,-1.495,LOSS,2022-10-12,0,
Inducement+FVG,2022-10-12 10:30:00,LONG,1669.88,1664.0,1683.88,STOP,-1.311,LOSS,2022-10-12,0,
LiquidityRun,2022-10-12 18:45:00,SHORT,1672.72,1676.65,1660.9,STOP,-1.468,LOSS,2022-10-12,0,
PriorDayLevels,2022-10-13 11:00:00,SHORT,1678.3,1683.33,1661.38,TARGET,3.228,WIN,2022-10-13,1,LiquidityRun
LiquidityRun,2022-10-13 12:15:00,SHORT,1674.58,1679.88,1658.67,TARGET,2.811,WIN,2022-10-13,1,PriorDayLevels
LiquidityRun,2022-10-13 12:45:00,SHORT,1654.56,1675.48,1591.79,STOP,-1.088,LOSS,2022-10-13,0,
PriorDayLevels,2022-10-13 13:00:00,LONG,1661.38,1656.39,1678.3,STOP,-1.366,LOSS,2022-10-13,0,
StructureSweep,2022-10-13 17:00:00,SHORT,1667.45,1670.74,1642.34,STOP,-1.558,LOSS,2022-10-13,0,
StructureSweep,2022-10-13 18:15:00,SHORT,1667.14,1670.96,1642.34,STOP,-1.48,LOSS,2022-10-13,0,
StructureSweep,2022-10-14 07:45:00,LONG,1667.01,1663.2,1671.69,STOP,-1.48,LOSS,2022-10-14,0,
Inducement+FVG,2022-10-14 09:00:00,LONG,1658.23,1653.41,1682.36,STOP,-1.378,LOSS,2022-10-14,0,
PriorDayLevels,2022-10-14 16:00:00,LONG,1642.34,1637.41,1682.36,EOD,0.025,BE,2022-10-14,1,LiquiditySweep
LiquiditySweep,2022-10-14 19:15:00,LONG,1642.08,1637.66,1663.96,TARGET,4.725,WIN,2022-10-14,1,PriorDayLevels
StructureSweep,2022-10-16 23:30:00,SHORT,1646.67,1648.91,1640.12,STOP,-1.809,LOSS,2022-10-16,0,
StructureSweep,2022-10-18 00:00:00,SHORT,1651.27,1653.28,1646.58,STOP,-1.905,LOSS,2022-10-18,0,
StructureSweep,2022-10-18 01:45:00,SHORT,1651.17,1654.11,1646.58,STOP,-1.618,LOSS,2022-10-18,0,
PriorDayLevels,2022-10-18 15:00:00,LONG,1646.36,1641.42,1668.39,EOD,0.836,WIN,2022-10-18,0,
LiquiditySweep,2022-10-19 06:45:00,LONG,1640.89,1637.05,1647.16,STOP,-1.47,LOSS,2022-10-19,0,
LiquiditySweep,2022-10-19 23:00:00,LONG,1627.88,1625.21,1629.85,STOP,-1.669,LOSS,2022-10-19,0,
StructureSweep,2022-10-20 04:30:00,SHORT,1629.26,1631.21,1622.4,STOP,-1.917,LOSS,2022-10-20,0,
StructureSweep,2022-10-20 17:45:00,LONG,1630.84,1627.93,1645.57,STOP,-1.614,LOSS,2022-10-20,1,PriorDayLevels
PriorDayLevels,2022-10-20 19:00:00,LONG,1626.46,1621.58,1653.37,EOD,-0.261,LOSS,2022-10-20,1,StructureSweep
LiquiditySweep,2022-10-21 05:30:00,LONG,1622.66,1618.37,1628.27,STOP,-1.415,LOSS,2022-10-21,0,
PriorDayLevels,2022-10-21 15:00:00,SHORT,1645.57,1650.51,1622.4,STOP,-1.368,LOSS,2022-10-21,0,
StructureSweep,2022-10-24 00:45:00,LONG,1656.95,1654.78,1662.47,STOP,-1.84,LOSS,2022-10-24,0,
StructureSweep,2022-10-24 11:45:00,SHORT,1650.03,1653.95,1644.18,STOP,-1.464,LOSS,2022-10-24,0,
StructureSweep,2022-10-25 02:45:00,LONG,1649.24,1646.97,1654.86,STOP,-1.795,LOSS,2022-10-25,0,
PriorDayLevels,2022-10-25 08:00:00,LONG,1643.9,1638.97,1663.31,STOP,-1.366,LOSS,2022-10-25,0,
StructureSweep,2022-10-26 03:30:00,SHORT,1656.52,1659.07,1649.73,STOP,-1.717,LOSS,2022-10-26,0,
StructureSweep,2022-10-26 15:15:00,SHORT,1671.46,1674.28,1660.56,TARGET,3.507,WIN,2022-10-26,0,
Inducement+FVG,2022-10-27 06:30:00,LONG,1662.0,1658.62,1674.83,STOP,-1.54,LOSS,2022-10-27,0,
StructureSweep,2022-10-27 14:15:00,SHORT,1664.09,1666.98,1654.8,STOP,-1.634,LOSS,2022-10-27,0,
LiquiditySweep,2022-10-28 15:15:00,LONG,1640.84,1635.35,1645.66,TARGET,0.699,WIN,2022-10-28,0,
StructureSweep,2022-10-28 20:00:00,SHORT,1644.17,1646.76,1637.81,TARGET,2.075,WIN,2022-10-28,0,
LiquiditySweep,2022-10-31 09:30:00,LONG,1638.92,1635.18,1644.53,STOP,-1.481,LOSS,2022-10-31,0,
LiquiditySweep,2022-10-31 13:30:00,LONG,1637.77,1630.9,1642.02,TARGET,0.476,WIN,2022-10-31,0,
StructureSweep,2022-10-31 14:45:00,SHORT,1640.94,1643.68,1633.35,TARGET,2.407,WIN,2022-10-31,0,
LiquiditySweep,2022-10-31 19:15:00,LONG,1634.12,1630.07,1642.02,TARGET,1.711,WIN,2022-10-31,0,
StructureSweep,2022-11-01 14:00:00,LONG,1644.68,1640.38,1656.97,TARGET,2.631,WIN,2022-11-01,0,
PriorDayLevels,2022-11-02 12:00:00,SHORT,1656.97,1661.94,1630.69,STOP,-1.368,LOSS,2022-11-02,1,LiquiditySweep
LiquiditySweep,2022-11-02 12:00:00,SHORT,1656.59,1661.18,1649.56,TARGET,1.315,WIN,2022-11-02,1,PriorDayLevels
Inducement+FVG,2022-11-02 14:15:00,LONG,1649.85,1647.07,1656.97,STOP,-1.654,LOSS,2022-11-02,0,
Inducement+FVG,2022-11-02 15:30:00,LONG,1646.0,1643.51,1656.97,TARGET,4.007,WIN,2022-11-02,0,
